URL;N1;N2;N3;N4;N5;N6;N7;N8;N9;N10;N11;N12;N13;N14;N15
M0_300;12;0;6;780;0;0;14;10;671;930;NA;NA;NA;14;2
M0_301;33;0;7;4197;0;0;41;32;6262;4825;1688359;2,43E+05;1,90E+06;41;8
M0_302;34;0;6;4263;0;0;42;33;6324;4891;1689950;2,49E+05;1,95E+06;42;8
M0_303;32;0;7;3822;0;0;40;32;6250;4450;1691612;2,36E+06;1,89E+06;40;8
M0_304;34;0;6;4589;0;0;42;34;6803;5183;1693634;2,48E+06;2,01E+06;42;8
M0_305;31;0;3;4684;0;0;39;32;6679;5278;1694688;2,30E+06;1,89E+06;39;8
M0_306;19;0;3;2373;0;0;25;22;3074;2823;1695689;1,47E+04;1,30E+05;25;6
M0_307;35;0;6;4642;0;0;43;34;6501;5236;1698546;2,53E+06;2,00E+06;43;8
M0_308;31;0;3;4676;0;0;39;32;6679;5270;1699597;2,29E+06;1,88E+06;39;8
M0_309;17;0;3;1955;0;0;23;19;2874;2405;1700888;1,35E+06;1,12E+06;23;6
M0_310;25;0;4;3682;0;0;33;25;5806;4310;1700888;1,94E+06;1,47E+06;33;8
M0_311;35;0;6;4641;0;0;43;35;6093;5235;1702938;2,53E+06;2,06E+05;43;8
M0_312;36;0;6;4707;0;0;44;34;6501;5301;1704573;2,58E+06;1,99E+06;44;8
M0_313;30;0;3;4606;0;0;38;31;6611;5200;1705624;2,23E+06;1,82E+06;38;8
M0_314;30;0;4;4342;0;0;38;34;8368;4970;1706608;2,23E+06;1,99E+05;38;8
M0_315;31;0;6;3747;0;0;39;32;6250;4375;1708175;2,28E+06;1,87E+06;39;8
M0_316;35;0;6;4643;0;0;43;33;5959;5237;1710227;2,51E+06;1,93E+06;43;8
M0_317;35;0;6;4641;0;0;43;35;6865;5235;1711830;2,51E+06;2,04E+06;43;8
M0_318;15;0;7;1196;0;0;19;14;1598;1482;NA;NA;NA;19;4
M0_319;15;0;4;1503;0;0;21;17;10773;1947;1714828;1,22E+06;9,91E+05;21;6
M0_320;14;9;1;2123;0;0;18;19;6954;2435;1715892;1,05E+04;1,11E+06;18;4
M0_321;12;6;7;1054;0;0;14;15;1540;1198;1761395;7,95E+05;8,52E+05;14;2
M0_322;9;0;2;1060;0;0;11;11;2913;1200;NA;NA;NA;11;2
M0_323;8;0;2;787;0;0;10;11;1228;949;1762428;5,67E+04;6,24E+05;10;2
M0_324;2;0;2;140;0;0;4;5;455;284;NA;NA;NA;4;2
M0_325;7;0;1;655;0;0;9;12;1620;817;NA;NA;NA;9;2
M0_326;6;0;1;675;0;0;10;9;1003;1005;1778949;5,62E+05;5,06E+05;10;4
M0_327;7;0;2;729;0;0;9;10;2495;895;1779430;5,06E+05;5,62E+05;9;2
M0_328;45;0;4;3474;0;0;51;51;53048;3964;NA;NA;NA;51;6
M0_329;14;0;4;1514;0;0;18;20;9598;1806;1788653;1,01E+03;1,12E+06;18;4
M0_330;20;1;4;2928;0;0;24;23;7674;3258;NA;NA;NA;24;4
M0_331;7;0;2;744;0;0;9;8;1203;914;1791111;5,02E+05;4,47E+05;9;2
M0_332;7;0;2;742;0;0;9;9;2526;918;1791593;5,02E+05;5,02E+05;9;2
M0_333;1;0;1;66;0;0;7;8;968;562;NA;NA;NA;7;6
M0_334;6;0;1;660;0;0;8;9;4675;820;1792731;4,46E+05;5,02E+05;8;2
M0_335;7;0;2;761;0;0;11;10;1442;1077;1793262;6,13E+05;5,58E+05;11;4
M0_336;15;0;2;1882;0;0;19;17;10043;2174;1793738;1,06E+06;9,48E+05;19;4
M0_337;9;1;2;867;0;0;11;11;1356;1029;1795739;6,13E+05;6,13E+05;11;2
M0_338;15;0;2;2764;0;0;17;20;14044;2920;1796234;9,46E+05;1,11E+06;17;2
M0_339;3;1;3;198;0;0;11;13;1566;842;NA;NA;NA;11;8
M0_340;0;0;0;0;0;0;8;10;1340;616;NA;NA;NA;8;8
M0_341;1;0;1;74;0;0;7;9;1044;548;NA;NA;NA;7;6
M0_342;6;0;1;659;0;0;8;9;1056;817;1802388;4,44E+04;4,99E+05;8;2
M0_343;84;0;4;6430;0;0;90;89;119434;6882;1802878;4,99E+06;4,94E+06;90;6
M0_344;115;0;4;8821;0;0;121;123;160001;9273;1811272;6,68E+06;6,79E+06;121;6
M0_345;2;0;2;132;0;0;10;14;1606;768;NA;NA;NA;10;8
M0_346;0;0;0;0;0;0;8;10;1384;660;NA;NA;NA;8;8
M0_347;1;0;1;74;0;0;7;8;989;558;NA;NA;NA;7;6
M0_348;6;0;1;652;0;0;8;9;1083;796;1820802;4,39E+05;4,94E+05;8;2
M0_349;19;0;3;4373;0;0;23;23;8239;4659;1821282;1,26E+06;1,26E+06;23;4
M0_350;8;0;3;806;0;0;10;12;1363;970;1822118;5,49E+05;6,59E+05;10;2
M0_351;6;0;1;932;0;0;10;10;1574;1240;1822576;5,49E+05;5,49E+05;10;4
M0_352;48;3;9;3919;0;0;52;29;5008;4227;1973814;2,63E+06;1,47E+06;52;4
M0_353;35;3;8;2805;0;0;39;21;2138;3097;2124760;1,84E+06;9,88E+05;39;4
M0_354;18;0;5;1705;0;0;22;14;1686;1997;2125151;1,04E+06;6,59E+05;22;4
M0_355;15;0;5;1539;0;0;19;14;1686;1831;2125542;8,94E+05;6,59E+05;19;4
M0_356;14;0;3;1493;0;0;18;15;1748;1785;2125928;8,47E+05;7,06E+05;18;4
M0_357;14;0;4;1486;0;0;18;14;1686;1778;2126315;8,47E+05;6,58E+05;18;4
M0_358;13;0;3;1412;0;0;17;14;1686;1704;2126712;7,99E+05;6,58E+04;17;4
M0_359;12;0;2;1339;0;0;16;15;1748;1631;2127100;7,52E+05;7,05E+05;16;4
M0_360;13;0;2;1405;0;0;17;15;1748;1697;2127471;7,99E+05;7,05E+05;17;4
M0_361;13;0;3;1386;0;0;17;14;1686;1678;2127853;7,99E+05;6,58E+05;17;4
M0_362;11;0;2;1266;0;0;15;12;1258;1558;2128261;7,05E+05;5,64E+05;15;4
M0_363;13;0;3;1410;0;0;17;15;1748;1702;2128655;7,99E+05;7,05E+05;17;4
M0_364;15;0;3;1542;0;0;19;16;1814;1834;2129013;8,92E+04;7,52E+05;19;4
M0_365;11;0;1;1290;0;0;15;14;1686;1582;2129373;7,04E+05;6,57E+05;15;4
M0_366;12;0;2;1356;0;0;16;14;1686;1648;2129752;7,51E+05;6,57E+05;16;4
M0_367;11;0;2;1281;0;0;15;12;1258;1573;2130140;7,04E+05;5,63E+05;15;4
M0_368;12;0;2;1335;0;0;16;15;1748;1627;2130556;7,51E+05;7,04E+05;16;4
M0_369;12;0;2;1335;0;0;16;14;1686;1627;2130926;7,51E+05;6,57E+05;16;4
M0_370;11;0;1;1272;0;0;15;14;1686;1564;2131318;7,04E+05;6,57E+05;15;4
M0_371;12;0;2;1326;0;0;16;14;1686;1618;2131681;7,51E+04;6,57E+05;16;4
M0_372;11;0;1;1272;0;0;15;15;1748;1564;2132070;7,04E+05;7,04E+05;15;4
M0_373;12;0;1;1338;0;0;16;14;1686;1630;2132442;7,50E+05;6,57E+05;16;4
M0_374;13;0;2;1412;0;0;17;14;1686;1704;2132814;7,97E+05;6,56E+05;17;4
M0_375;13;0;2;1420;0;0;17;14;1686;1712;2133181;7,97E+05;6,56E+05;17;4
M0_376;11;0;3;1263;0;0;15;12;1280;1571;2133548;7,03E+05;5,62E+05;15;4
M0_377;14;0;4;1391;0;0;18;15;2195;1697;NA;NA;NA;18;4
M0_378;14;0;2;1366;0;0;18;16;2249;1672;NA;NA;NA;18;4
M0_379;12;0;3;1289;0;0;16;15;2190;1595;NA;NA;NA;16;4
M0_380;14;0;2;1386;0;0;18;16;2249;1692;NA;NA;NA;18;4
M0_381;14;0;2;1385;0;0;18;16;2249;1691;NA;NA;NA;18;4
M0_382;15;0;3;1445;0;0;19;16;2249;1751;NA;NA;NA;19;4
M0_383;14;0;2;1372;0;0;18;16;2249;1678;NA;NA;NA;18;4
M0_384;14;0;2;1365;0;0;18;16;2247;1671;NA;NA;NA;18;4
M0_385;15;0;2;1439;0;0;21;19;2552;1907;NA;NA;NA;21;6
M0_386;15;0;3;1419;0;0;19;15;2188;1725;NA;NA;NA;19;4
M0_387;14;0;2;1365;0;0;18;17;2312;1671;NA;NA;NA;18;4
M0_388;14;0;2;1377;0;0;18;15;2190;1683;NA;NA;NA;18;4
M0_389;14;0;2;1377;0;0;18;16;2249;1683;NA;NA;NA;18;4
M0_390;14;0;2;1377;0;0;18;16;2252;1683;NA;NA;NA;18;4
M0_391;16;0;3;1517;0;0;22;17;2433;1985;NA;NA;NA;22;6
M0_392;15;0;3;1431;0;0;19;16;2251;1737;NA;NA;NA;19;4
M0_393;14;0;2;1368;0;0;18;16;2248;1674;NA;NA;NA;18;4
M0_394;15;0;3;1434;0;0;19;16;2248;1740;NA;NA;NA;19;4
M0_395;14;0;2;1368;0;0;18;16;2250;1674;NA;NA;NA;18;4
M0_396;14;0;2;1368;0;0;18;16;2248;1674;NA;NA;NA;18;4
M0_397;14;0;2;1368;0;0;18;16;2249;1674;NA;NA;NA;18;4
M0_398;14;0;2;1368;0;0;18;17;2311;1674;NA;NA;NA;18;4
M0_399;14;0;2;1376;0;0;18;16;2248;1682;NA;NA;NA;18;4
M0_400;15;0;3;1442;0;0;19;17;2309;1748;NA;NA;NA;19;4
M0_401;9;0;4;770;0;0;11;11;1274;922;NA;NA;NA;11;2
M0_402;7;0;1;656;0;0;9;9;1165;820;NA;NA;NA;9;2
M0_403;9;0;2;1100;0;0;11;10;1934;1260;2147676;5,12E+05;4,66E+05;11;2
M0_405;7;0;1;679;0;0;9;9;1179;837;NA;NA;NA;9;2
M0_406;8;0;2;755;0;0;10;9;1185;913;NA;NA;NA;10;2
M0_407;7;0;1;681;0;0;9;10;1242;839;NA;NA;NA;9;2
M0_408;7;0;1;671;0;0;9;9;1182;845;NA;NA;NA;9;2
M0_409;7;0;1;683;0;0;9;9;1189;853;NA;NA;NA;9;2
M0_410;7;0;2;722;0;0;9;9;1099;870;2151547;4,18E+05;4,18E+05;9;2
M0_411;7;0;1;720;0;0;11;11;1245;1020;2151977;5,11E+05;5,11E+05;11;4
M0_412;7;0;2;722;0;0;9;9;1143;874;2152488;4,18E+05;4,18E+05;9;2
M0_413;7;0;2;663;0;0;9;10;1222;817;NA;NA;NA;9;2
M0_414;7;0;2;653;0;0;9;9;1457;811;NA;NA;NA;9;2
M0_415;7;0;2;661;0;0;9;10;1236;835;NA;NA;NA;9;2
M0_416;7;0;1;673;0;0;9;9;1179;841;NA;NA;NA;9;2
M0_417;5;0;2;587;0;0;11;12;1503;1037;2155665;5,10E+05;5,57E+05;11;6
M0_418;6;0;1;665;0;0;10;10;1156;977;2155665;4,64E+05;4,64E+05;10;4
M0_419;7;0;2;669;0;0;9;10;1234;835;NA;NA;NA;9;2
M0_420;8;0;2;709;0;0;10;10;1511;871;NA;NA;NA;10;2
M0_421;7;0;2;657;0;0;9;9;1461;823;NA;NA;NA;9;2
M0_422;4;0;2;517;0;0;6;8;634;667;NA;NA;NA;6;2
M0_423;7;0;2;661;0;0;9;9;1496;817;NA;NA;NA;9;2
M0_424;7;0;2;676;0;0;9;10;1550;844;NA;NA;NA;9;2
M0_425;7;0;2;656;0;0;9;9;1148;796;NA;NA;NA;9;2
M0_426;5;0;2;604;0;0;11;13;1601;1092;2161677;5,09E+05;6,01E+05;11;6
M0_427;7;0;2;1006;0;0;11;11;1252;1320;2161677;5,09E+05;5,09E+05;11;4
M0_428;22;0;3;2046;0;0;28;25;12886;2478;2313419;1,21E+05;1,08E+06;28;6
M0_429;14;0;6;1469;0;0;16;17;2940;1605;2315582;6,91E+05;7,34E+05;16;2
M0_430;8;0;3;1057;0;0;12;12;1619;1351;2316181;5,18E+05;5,18E+05;12;4
M0_431;17;0;5;1670;0;0;21;21;3395;1962;2317535;9,06E+05;9,06E+05;21;4
M0_432;129;0;2;9092;0;0;133;150;232017;9384;2318114;5,74E+05;6,47E+06;133;4
M0_433;17;0;2;1232;0;0;19;19;16846;1384;NA;NA;NA;19;2
M0_434;8;0;2;874;0;0;12;11;1238;1206;2319732;5,17E+05;4,74E+05;12;4
M0_435;7;0;1;812;0;0;11;11;1169;1138;2320129;4,74E+05;4,74E+05;11;4
M0_436;4;0;2;531;0;0;6;7;560;691;2320605;2,59E+05;3,02E+05;6;2
M0_437;5;0;1;607;0;0;9;11;1302;897;2321558;3,88E+04;4,74E+05;9;4
M0_438;7;0;2;1000;0;0;11;11;1244;1306;2321996;4,74E+04;4,74E+04;11;4
M0_439;12;0;3;1330;0;0;16;13;1372;1636;2473715;6,47E+05;5,26E+04;16;4
M0_440;8;0;2;810;0;0;10;8;654;962;2625186;3,81E+05;3,05E+05;10;2
M0_441;6;0;1;626;0;0;8;8;1266;810;NA;NA;NA;8;2
M0_442;7;0;2;710;0;0;11;9;965;1000;2628591;4,18E+05;3,42E+04;11;4
M0_443;4;0;2;523;0;0;6;7;557;667;2629291;2,28E+05;2,66E+05;6;2
M0_444;9;0;4;911;0;0;11;15;1746;1177;2632022;4,18E+05;5,70E+05;11;2
M0_445;11;0;2;2675;0;0;13;15;7301;2835;2632786;4,94E+05;5,70E+05;13;2
M0_446;15;0;3;3399;0;0;17;18;9894;3559;2633981;6,45E+05;6,83E+05;17;2
M0_447;4;0;2;555;0;0;6;9;634;715;2636787;2,28E+05;3,41E+05;6;2
M0_448;10;0;2;1553;0;0;12;14;4536;1713;2638875;4,55E+04;5,31E+05;12;2
M0_449;10;0;2;1553;0;0;12;12;4408;1713;2640880;4,54E+05;4,54E+05;12;2
M0_450;10;0;2;1902;0;0;12;14;6266;2062;2642770;4,54E+04;5,30E+04;12;2
M0_451;15;0;3;2939;0;0;17;17;7437;3099;2644048;6,43E+05;6,43E+05;17;2
M0_452;8;0;3;806;0;0;12;11;1297;1116;2645294;4,54E+05;4,16E+05;12;4
M0_453;5;0;1;606;0;0;7;9;1929;760;2645789;2,65E+05;3,40E+05;7;2
M0_454;5;0;1;605;0;0;7;10;1991;759;2646322;2,65E+04;3,78E+03;7;2
M0_455;0;0;0;0;0;0;2;5;409;136;NA;NA;NA;2;2
M0_456;15;0;4;2121;0;0;21;20;2995;2601;2651489;7,92E+04;7,54E+05;21;6
M0_457;22;0;5;3198;0;0;28;29;5076;3678;2655445;1,05E+06;1,09E+06;28;6
M0_458;17;0;6;1373;0;0;21;18;5963;1671;2657865;7,90E+05;6,77E+05;21;4
M0_459;10;0;3;924;0;0;12;10;1153;1068;2658341;4,51E+05;3,76E+05;12;2
M0_460;7;0;2;740;0;0;9;9;2025;910;2658914;3,38E+05;3,38E+05;9;2
M0_461;9;0;3;863;0;0;11;11;2429;1021;2659417;4,14E+05;4,14E+05;11;2
M0_462;8;0;3;797;0;0;10;10;1384;957;2659944;3,76E+05;3,76E+05;10;2
M0_463;11;0;2;937;0;0;13;14;6463;1093;NA;NA;NA;13;2
M0_464;23;0;3;2773;0;0;27;26;19851;3065;2661216;1,01E+06;9,77E+05;27;4
M0_465;12;0;3;1345;0;0;16;13;1480;1629;2663057;6,01E+05;4,88E+05;16;4
M0_466;7;0;2;652;0;0;9;9;1265;796;NA;NA;NA;9;2
M0_467;7;0;2;889;0;0;11;10;1438;1251;2664351;4,13E+05;3,75E+05;11;4
M0_468;16;0;2;3049;0;0;18;18;8027;3239;2664831;6,75E+05;6,75E+05;18;2
M0_469;1;0;1;66;0;0;1;4;252;66;NA;NA;NA;1;0
M0_470;1;0;1;66;0;0;1;4;252;66;NA;NA;NA;1;0
M0_471;1;0;1;66;0;0;1;4;252;66;NA;NA;NA;1;0
M0_472;102;18;6;9129;0;0;114;105;116439;10009;2666719;4,27E+06;3,94E+06;114;12
M0_473;102;18;6;9129;0;0;114;105;116439;10009;2666719;4,27E+06;3,94E+06;114;12
M0_474;14;0;4;1496;0;0;18;9;831;1830;NA;NA;NA;18;4
M0_475;14;0;4;1496;0;0;18;9;831;1830;NA;NA;NA;18;4
M0_476;20;0;5;3380;0;0;28;23;8396;4056;NA;NA;NA;28;8
M0_477;63;0;5;11673;0;0;69;64;32185;12145;2688086;2,57E+06;2,38E+06;69;6
M0_478;41;0;6;5765;0;0;45;40;14352;6075;2688597;1,67E+06;1,49E+06;45;4
M0_479;17;0;3;1555;0;0;21;17;2314;1865;NA;NA;NA;21;4
M0_480;16;0;3;1489;0;0;20;18;2376;1799;NA;NA;NA;20;4
M0_481;16;0;3;1501;0;0;20;17;2315;1811;NA;NA;NA;20;4
M0_482;14;0;2;1369;0;0;18;16;2253;1679;NA;NA;NA;18;4
M0_483;14;0;2;1369;0;0;18;16;2253;1679;NA;NA;NA;18;4
M0_484;14;0;2;1369;0;0;18;17;2315;1679;NA;NA;NA;18;4
M0_485;3;0;3;174;0;0;5;5;343;340;NA;NA;NA;5;2
M0_486;14;0;2;1369;0;0;20;15;2194;1845;NA;NA;NA;20;6
M0_487;15;0;3;1435;0;0;19;16;2254;1745;NA;NA;NA;19;4
M0_488;25;0;5;2565;0;0;31;30;21042;3035;2695744;1,15E+06;1,11E+06;31;6
M0_489;16;0;5;1500;0;0;20;17;2812;1800;NA;NA;NA;20;4
M0_490;16;0;2;1488;0;0;20;17;2796;1788;NA;NA;NA;20;4
M0_491;28;0;5;2771;0;0;34;32;21170;3241;2697768;1,26E+06;1,19E+06;34;6
M0_492;4;0;4;264;0;0;6;6;408;404;NA;NA;NA;6;2
M0_493;30;0;4;3775;0;0;36;36;41098;4233;NA;NA;NA;36;6
M0_494;31;0;3;3115;0;0;37;38;37621;3573;NA;NA;NA;37;6
M0_495;8;0;2;753;0;0;12;14;4853;1051;NA;NA;NA;12;4
M0_496;5;0;3;605;0;0;7;9;677;749;2705442;2,59E+05;3,33E+05;7;2
M0_497;15;0;4;1451;0;0;19;18;2874;1751;NA;NA;NA;19;4
M0_498;2;0;1;108;0;0;4;6;392;248;NA;NA;NA;4;2
M0_499;14;0;3;1373;0;0;18;15;2680;1673;NA;NA;NA;18;4
M0_500;15;0;1;1410;0;0;19;17;2800;1710;NA;NA;NA;19;4
M0_501;16;0;4;1959;0;0;22;22;20509;2429;2712617;8,11E+05;8,11E+05;22;6
M0_502;34;0;6;3364;0;0;40;40;34073;3822;NA;NA;NA;40;6
M0_503;12;0;3;1336;0;0;16;16;1864;1616;NA;NA;NA;16;4
M0_504;5;0;2;598;0;0;9;7;1115;898;NA;NA;NA;9;4
M0_505;16;0;4;1656;0;0;22;22;33994;2114;NA;NA;NA;22;6
M0_506;11;0;4;1268;0;0;15;16;1859;1548;NA;NA;NA;15;4
M0_507;7;0;1;760;0;0;9;10;1260;900;2718200;3,31E+05;3,68E+05;9;2
M0_508;13;0;2;1310;0;0;17;15;2680;1610;NA;NA;NA;17;4
M0_509;9;0;3;866;0;0;13;12;1478;1146;2719158;4,78E+05;4,41E+05;13;4
M0_510;5;0;2;596;0;0;9;9;874;876;NA;NA;NA;9;4
M0_511;31;0;4;4824;0;0;37;38;43080;5282;NA;NA;NA;37;6
M0_512;17;0;5;2049;0;0;23;23;20586;2519;2722223;8,45E+05;8,45E+05;23;6
M0_513;36;0;6;5142;0;0;42;44;43329;5600;NA;NA;NA;42;6
M0_514;23;0;5;2449;0;0;29;30;21043;2919;2723977;1,06E+06;1,10E+06;29;6
M0_515;69;0;5;5993;0;0;73;71;124289;6319;NA;NA;NA;73;4
M0_516;84;0;5;6791;0;0;88;89;125267;7117;NA;NA;NA;88;4
M0_517;4;0;4;240;0;0;6;8;609;396;NA;NA;NA;6;2
M0_518;70;0;3;5638;0;0;74;72;121449;5964;NA;NA;NA;74;4
M0_519;87;0;5;6953;0;0;91;91;125375;7279;NA;NA;NA;91;4
M0_520;10;0;5;937;0;0;14;13;1612;1249;2780132;5,04E+05;4,68E+05;14;4
M0_521;7;0;1;763;0;0;11;10;1428;1075;2780601;3,96E+05;3,60E+05;11;4
M0_522;7;0;1;763;0;0;11;9;1366;1075;2781014;3,96E+05;3,24E+05;11;4
M0_523;7;0;2;763;0;0;11;10;1428;1075;2781473;3,95E+05;3,60E+05;11;4
M0_524;7;0;2;763;0;0;11;9;1366;1075;2781939;3,95E+05;3,24E+05;11;4
M0_525;7;0;1;763;0;0;9;10;1428;919;2782411;3,23E+05;3,59E+05;9;2
M0_526;7;0;1;763;0;0;9;9;1366;919;2782896;3,23E+05;3,23E+05;9;2
M0_527;7;0;2;763;0;0;9;10;1428;919;2783446;3,23E+05;3,59E+05;9;2
M0_528;7;0;2;763;0;0;11;10;1428;1111;2783856;3,95E+05;3,59E+05;11;4
M0_529;7;0;2;715;0;0;9;10;1404;907;NA;NA;NA;9;2
M0_530;7;0;1;705;0;0;9;9;1346;901;NA;NA;NA;9;2
M0_531;1;0;1;54;0;0;1;3;184;54;NA;NA;NA;1;0
M0_532;1;0;1;54;0;0;1;3;184;54;NA;NA;NA;1;0
M0_533;1;0;1;54;0;0;1;3;184;54;NA;NA;NA;1;0
M0_534;43;0;2;6855;0;0;59;60;18145;8007;NA;NA;NA;59;16
M0_535;33;0;2;4982;0;0;43;48;22637;5704;2786378;1,54E+06;1,72E+06;43;10
M0_536;11;0;2;981;0;0;13;14;9948;1123;2787344;4,66E+05;5,02E+05;13;2
M0_537;7;0;2;762;0;0;9;9;1474;916;2787900;3,23E+04;3,23E+04;9;2
M0_538;6;0;2;948;0;0;8;9;1088;1108;2788458;2,87E+05;3,23E+04;8;2
M0_539;12;1;3;1813;0;0;14;20;11356;1961;2814416;4,97E+05;7,11E+05;14;2
M0_540;24;2;7;2427;0;0;26;15;10044;2587;2854681;9,11E+05;5,25E+05;26;2
M0_541;9;5;2;1373;0;0;13;15;5978;1669;2952481;4,40E+05;5,08E+05;13;4
M0_542;28;5;10;2343;0;0;32;22;2147;2667;3104303;1,03E+06;7,09E+05;32;4
M0_543;16;2;4;1246;0;0;18;10;1198;1402;3255335;5,53E+05;3,07E+05;18;2
M0_544;10;0;4;914;0;0;12;11;3531;1078;3255933;3,69E+05;3,38E+05;12;2
M0_545;27;14;4;3853;0;0;35;33;17000;4449;3256421;1,07E+06;1,01E+06;35;8
M0_546;39;20;8;4675;0;0;47;43;22386;5271;3259062;1,44E+06;1,32E+06;47;8
M0_547;12;1;7;1038;0;0;14;15;1454;1210;3261838;4,29E+05;4,60E+05;14;2
M0_548;4;0;2;530;0;0;6;8;642;694;3262413;1,84E+05;2,45E+05;6;2
M0_549;7;0;2;737;0;0;9;11;2952;895;3264167;2,76E+05;3,37E+05;9;2
M0_550;8;0;2;797;0;0;10;10;3194;943;3264728;3,06E+05;3,06E+05;10;2
M0_551;29;0;5;3174;0;0;35;33;33282;3642;3265390;1,07E+06;1,01E+06;35;6
M0_552;33;0;3;4141;0;0;39;40;37300;4609;3266443;1,19E+06;1,22E+06;39;6
M0_553;5;0;3;619;0;0;7;9;687;771;3267513;2,14E+05;2,75E+05;7;2
M0_554;8;0;3;793;0;0;10;11;1242;955;3268588;3,06E+05;3,37E+05;10;2
M0_555;16;0;3;2637;0;0;20;21;10015;2947;NA;NA;NA;20;4
M0_556;7;0;2;723;0;0;11;13;1601;1047;3269914;3,36E+05;3,98E+04;11;4
M0_557;11;1;4;1235;0;0;13;13;2076;1395;3277723;3,97E+05;3,97E+05;13;2
M0_558;1;0;1;66;0;0;3;3;190;216;NA;NA;NA;3;2
M0_559;7;0;2;724;0;0;9;12;2306;880;3280016;2,74E+04;3,66E+05;9;2
M0_560;9;0;1;855;0;0;11;12;6000;1009;3280643;3,35E+05;3,66E+05;11;2
M0_561;11;0;2;915;0;0;13;13;4498;1069;NA;NA;NA;13;2
M0_562;22;0;3;1958;0;0;26;28;18598;2258;3281924;7,92E+05;8,53E+05;26;4
M0_563;2;0;2;140;0;0;8;9;1040;622;NA;NA;NA;8;6
M0_564;2;0;1;148;0;0;4;4;358;314;NA;NA;NA;4;2
M0_565;6;0;1;654;0;0;8;10;1120;802;3284993;2,44E+05;3,04E+05;8;2
M0_566;14;8;2;2118;0;0;18;18;5048;2426;3285504;5,48E+04;5,48E+04;18;4
M0_567;11;1;2;992;0;0;13;13;2542;1156;3297177;3,94E+05;3,94E+05;13;2
M0_568;5;0;2;605;0;0;7;9;858;753;3297744;2,12E+03;2,73E+05;7;2
M0_569;5;0;1;595;0;0;9;11;1326;919;3298417;2,73E+05;3,33E+05;9;4
M0_570;7;0;1;724;0;0;9;10;2256;880;3299633;2,73E+05;3,03E+05;9;2
M0_571;6;0;2;674;0;0;8;11;1289;824;3300246;2,42E+05;3,33E+05;8;2
M0_572;19;0;1;1511;0;0;21;22;21974;1657;3300753;6,36E+05;6,67E+05;21;2
M0_573;5;0;2;597;0;0;7;10;1275;745;3301476;2,12E+05;3,03E+05;7;2
M0_574;10;0;1;922;0;0;12;13;7134;1078;3302013;3,63E+05;3,94E+05;12;2
M0_575;4;0;2;525;0;0;6;7;581;679;3302691;1,82E+04;2,12E+05;6;2
M0_576;8;0;2;793;0;0;10;10;4287;955;3303540;3,03E+05;3,03E+05;10;2
M0_577;9;0;2;856;0;0;11;13;6408;1012;3304282;3,33E+05;3,93E+05;11;2
M0_578;10;0;1;932;0;0;12;14;6914;1108;3304905;3,63E+04;4,24E+05;12;2
M0_579;8;0;3;1057;0;0;12;11;1525;1385;3305545;3,63E+05;3,33E+05;12;4
M0_580;30;1;6;2931;0;0;36;40;27326;3437;3308326;1,09E+06;1,21E+06;36;6
M0_581;10;0;4;1311;0;0;14;14;2166;1609;3309536;4,23E+05;4,23E+05;14;4
M0_582;14;3;7;1142;0;0;16;15;1687;1306;NA;NA;NA;16;2
M0_583;8;0;3;781;0;0;10;10;2820;937;3323053;3,01E+04;3,01E+04;10;2
M0_584;8;0;4;1084;0;0;12;9;823;1384;3323910;3,61E+05;2,71E+05;12;4
M0_585;8;0;4;1084;0;0;12;9;823;1384;3323910;3,61E+05;2,71E+05;12;4
M0_586;21;3;8;2325;0;0;27;25;3179;2757;3336986;8,09E+05;7,49E+05;27;6
M0_587;15;3;6;1300;0;0;17;15;1526;1452;3349450;5,08E+05;4,48E+05;17;2
M1_1;15;0;3;1150;0;0;17;17;15499;1304;NA;NA;NA;17;2
M1_2;4;0;2;531;0;0;6;6;494;681;3351302;1,79E+05;1,79E+05;6;2
M1_3;15;0;6;1980;0;0;19;17;5911;2334;3352086;5,67E+05;5,07E+05;19;4
M2_1;2;0;2;132;0;0;10;10;1176;760;NA;NA;NA;10;8
M2_2;2;0;1;144;0;0;6;9;934;460;NA;NA;NA;6;4
M2_3;2;0;1;156;0;0;8;9;1023;624;NA;NA;NA;8;6
M2_4;2;0;1;156;0;0;8;10;1074;614;NA;NA;NA;8;6
M2_5;1;0;1;78;0;0;3;5;404;232;NA;NA;NA;3;2
M2_6;0;0;0;0;0;0;8;10;1412;688;NA;NA;NA;8;8
M2_7;0;0;0;0;0;0;8;10;1400;676;NA;NA;NA;8;8
M2_8;0;0;0;0;0;0;8;10;1404;680;NA;NA;NA;8;8
M2_9;0;0;0;0;0;0;8;11;1490;704;NA;NA;NA;8;8
M2_10;0;0;0;0;0;0;8;11;1446;660;NA;NA;NA;8;8
M2_11;1;0;1;78;0;0;9;11;1494;782;NA;NA;NA;9;8
M2_12;1;0;1;78;0;0;9;11;1482;770;NA;NA;NA;9;8
M2_13;1;0;1;66;0;0;9;10;1376;718;NA;NA;NA;9;8
M2_14;1;0;1;66;0;0;9;11;1498;778;NA;NA;NA;9;8
M2_15;0;0;0;0;0;0;8;11;1454;668;NA;NA;NA;8;8
M2_16;0;0;0;0;0;0;6;7;794;454;NA;NA;NA;6;6
M2_17;0;0;0;0;0;0;2;3;213;146;NA;NA;NA;2;2
M3_1;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0
