URL;A1;A2;A4;A5;A6;A7;A8;A9;A10;A11;A12
M4_282;59;14;gb2312;Microsoft-IIS/6.0;private;24742;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_283;59;14;gb2312;Microsoft-IIS/6.0;private;24740;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_284;57;14;gb2312;Microsoft-IIS/6.0;private;29505;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_285;59;14;gb2312;Microsoft-IIS/6.0;private;27280;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_286;59;14;gb2312;Microsoft-IIS/6.0;private;27226;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_287;59;14;gb2312;Microsoft-IIS/6.0;private;27232;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_288;59;14;gb2312;Microsoft-IIS/6.0;private;27220;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_289;48;13;gb2312;Microsoft-IIS/6.0;private;25567;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_290;47;12;gb2312;Microsoft-IIS/6.0;private;25178;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_291;59;14;gb2312;Microsoft-IIS/6.0;private;27214;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_292;59;14;gb2312;Microsoft-IIS/6.0;private;27214;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_293;59;14;gb2312;Microsoft-IIS/6.0;private;27214;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_294;49;13;gb2312;Microsoft-IIS/6.0;private;26625;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_295;49;13;gb2312;Microsoft-IIS/6.0;private;28494;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_296;49;13;gb2312;Microsoft-IIS/6.0;private;26224;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_297;49;13;gb2312;Microsoft-IIS/6.0;private;28502;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_298;49;13;gb2312;Microsoft-IIS/6.0;private;26725;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_299;49;13;gb2312;Microsoft-IIS/6.0;private;25487;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_300;49;13;gb2312;Microsoft-IIS/6.0;private;30261;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_301;49;13;gb2312;Microsoft-IIS/6.0;private;30552;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_302;49;13;gb2312;Microsoft-IIS/6.0;private;41554;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_303;49;13;gb2312;Microsoft-IIS/6.0;private;26117;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_304;49;13;gb2312;Microsoft-IIS/6.0;private;25749;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_305;49;13;gb2312;Microsoft-IIS/6.0;private;25846;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_306;49;13;gb2312;Microsoft-IIS/6.0;private;36489;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_307;49;13;gb2312;Microsoft-IIS/6.0;private;26431;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_308;49;13;gb2312;Microsoft-IIS/6.0;private;25591;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_309;49;13;gb2312;Microsoft-IIS/6.0;private;25688;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_310;49;13;gb2312;Microsoft-IIS/6.0;private;29213;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_311;49;13;gb2312;Microsoft-IIS/6.0;private;48008;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_312;49;13;gb2312;Microsoft-IIS/6.0;private;36108;cn;jiangsu;1/08/2006 0:00;8/10/2016 0:00;jsjgw.com
M4_313;32;10;iso-8859-1;None;None;328;None;None;None;None;bsc-md.de
M4_314;78;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_315;78;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_316;78;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_317;81;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_318;81;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_319;81;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_320;80;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_321;80;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_322;80;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_323;80;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_324;81;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_325;81;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_326;80;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_327;82;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_328;82;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_329;82;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_330;80;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_331;80;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_332;80;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_333;81;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_334;80;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_335;80;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_336;80;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_337;80;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_338;79;19;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_339;119;24;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_340;133;25;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_341;122;26;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_342;146;29;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_343;128;25;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_344;73;17;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_345;94;21;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_346;95;21;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_347;95;21;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_348;95;21;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_349;95;21;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_350;95;21;utf-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;bsc-md.de
M4_351;41;10;utf-8;Apache;None;1158;Colombia;Bolivar;None;8/07/2016 23:46;reyderocha.com.co
M4_352;75;17;UTF-8;nginx/1.12.0;None;None;BR;None;None;None;superlagoa.com.br
M4_353;76;17;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_354;78;17;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_355;96;21;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_356;98;21;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_357;108;23;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_358;101;19;UTF-8;nginx/1.12.0;None;None;BR;None;None;None;superlagoa.com.br
M4_359;77;17;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_360;110;23;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_361;103;21;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_362;102;21;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_363;102;21;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_364;102;21;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_365;102;21;UTF-8;nginx/1.12.0;None;None;BR;None;None;None;superlagoa.com.br
M4_366;102;21;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_367;102;21;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_368;102;21;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_369;102;21;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_370;103;21;UTF-8;nginx/1.12.0;None;None;BR;None;None;None;superlagoa.com.br
M4_371;103;21;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_372;103;21;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_373;103;21;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_374;77;17;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_375;88;19;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_376;78;17;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_377;102;21;UTF-8;nginx/1.12.0;None;None;BR;None;None;None;superlagoa.com.br
M4_378;127;19;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_379;166;33;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_380;98;21;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_381;98;21;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_382;98;21;UTF-8;nginx/1.12.0;None;None;BR;None;None;None;superlagoa.com.br
M4_383;98;21;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_384;98;21;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_385;171;33;UTF-8;nginx/1.12.0;None;None;BR;None;None;None;superlagoa.com.br
M4_386;131;27;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_387;99;19;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_388;127;19;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_389;174;34;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_390;106;23;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_391;130;26;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_392;127;19;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_393;199;37;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_394;118;24;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_395;127;19;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_396;172;35;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_397;115;24;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_398;128;27;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_399;127;19;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_400;183;37;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_401;126;26;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_402;139;29;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_403;127;19;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_404;180;37;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_405;123;26;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_406;136;29;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_407;127;19;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_408;172;35;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_409;121;25;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_410;128;27;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_411;127;19;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_412;180;36;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_413;123;25;UTF-8;nginx/1.12.0;None;None;BR;None;None;None;superlagoa.com.br
M4_414;136;28;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_415;127;19;UTF-8;nginx/1.12.0;None;None;None;None;None;None;superlagoa.com.br
M4_416;38;9;UTF-8;Apache/2.4.25 (Debian);private;195;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_417;71;15;UTF-8;Apache;None;193;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_418;98;18;UTF-8;Apache;None;193;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_419;102;18;UTF-8;Apache;None;194;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_420;100;18;UTF-8;Apache;None;194;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_421;41;9;UTF-8;Apache;None;195;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_422;46;10;UTF-8;Apache;None;194;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_423;43;10;UTF-8;Apache;None;194;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_424;79;15;UTF-8;Apache;None;193;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_425;53;11;UTF-8;Apache;None;193;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_426;73;15;UTF-8;Apache;None;195;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_427;115;21;UTF-8;Apache;None;195;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_428;111;21;UTF-8;Apache/2.4.25 (Debian);private;195;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_429;113;21;UTF-8;Apache;None;195;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_430;89;18;UTF-8;Apache/2.4.25 (Debian);private;195;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_431;89;18;UTF-8;Apache;None;193;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_432;89;18;UTF-8;Apache;None;194;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_433;89;18;UTF-8;Apache;None;193;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_434;89;18;UTF-8;Apache;None;195;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_435;89;18;UTF-8;Apache;None;193;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_436;89;18;UTF-8;Apache;None;195;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_437;89;18;UTF-8;Apache;None;194;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_438;92;18;UTF-8;Apache;None;193;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_439;92;18;UTF-8;Apache;None;195;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_440;92;18;UTF-8;Apache;None;193;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_441;92;18;UTF-8;Apache;None;193;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_442;92;18;UTF-8;Apache;None;195;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_443;92;18;UTF-8;Apache;None;193;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_444;92;18;UTF-8;Apache;None;193;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_445;92;18;UTF-8;Apache;None;195;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_446;92;18;UTF-8;Apache;None;195;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_447;92;18;UTF-8;Apache;None;193;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_448;92;18;UTF-8;Apache;None;195;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_449;92;18;UTF-8;Apache;None;195;US;FL;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_450;92;18;UTF-8;Apache;None;193;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_451;92;18;UTF-8;Apache;None;195;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_452;92;18;UTF-8;Apache;None;193;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_453;92;18;UTF-8;Apache;None;193;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_454;92;18;UTF-8;Apache;None;195;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_455;92;18;UTF-8;Apache;None;194;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_456;92;18;UTF-8;Apache;None;195;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_457;76;16;UTF-8;Apache;None;193;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_458;76;16;UTF-8;Apache;None;194;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_459;37;9;UTF-8;Apache;None;195;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_460;41;10;UTF-8;Apache;None;194;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_461;49;11;UTF-8;Apache;None;193;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_462;51;11;UTF-8;Apache;None;193;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_463;55;12;UTF-8;Apache;None;192;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_464;36;9;UTF-8;Apache;None;195;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_465;56;12;UTF-8;Apache/2.4.25 (Debian);private;195;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_466;76;16;UTF-8;Apache;None;193;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_467;76;16;UTF-8;Apache;None;195;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_468;76;16;UTF-8;Apache;None;194;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_469;33;9;UTF-8;Apache;None;194;None;None;15/04/2013 0:00;17/04/2017 0:00;surfgadget.com
M4_470;39;10;UTF-8;openresty/1.11.2.2;private, max-age=0;217;None;None;None;None;tipulsini.co.il
M4_471;36;9;iso-8859-1;Apache;None;329;None;None;None;None;missclean.rs
M4_472;91;20;utf-8;Apache;post-check=0, pre-check=0;None;None;None;None;None;missclean.rs
M4_473;91;20;utf-8;Apache;post-check=0, pre-check=0;None;None;None;None;None;missclean.rs
M4_474;91;20;utf-8;Apache;post-check=0, pre-check=0;None;None;None;None;None;missclean.rs
M4_475;91;20;utf-8;Apache;post-check=0, pre-check=0;None;None;None;None;None;missclean.rs
M4_476;90;20;utf-8;Apache;post-check=0, pre-check=0;None;None;None;None;None;missclean.rs
M4_477;35;9;iso-8859-1;Apache;None;328;None;None;None;None;missclean.rs
M4_478;43;11;utf-8;Apache;post-check=0, pre-check=0;None;None;None;None;None;missclean.rs
M4_479;56;12;iso-8859-1;Apache;None;349;None;None;None;None;missclean.rs
M4_480;55;14;iso-8859-1;Apache;None;348;None;None;None;None;missclean.rs
M4_481;117;24;utf-8;Apache;post-check=0, pre-check=0;30979;None;None;None;None;missclean.rs
M4_482;106;22;utf-8;Apache;post-check=0, pre-check=0;None;None;None;None;None;missclean.rs
M4_483;100;21;utf-8;Apache;post-check=0, pre-check=0;None;None;None;None;None;missclean.rs
M4_484;129;25;utf-8;Apache;post-check=0, pre-check=0;None;None;None;None;None;missclean.rs
M4_485;117;24;utf-8;Apache;post-check=0, pre-check=0;None;None;None;None;None;missclean.rs
M4_486;106;22;utf-8;Apache;post-check=0, pre-check=0;None;None;None;None;None;missclean.rs
M4_487;100;21;utf-8;Apache;post-check=0, pre-check=0;None;None;None;None;None;missclean.rs
M4_488;129;25;utf-8;Apache;post-check=0, pre-check=0;None;None;None;None;None;missclean.rs
M4_489;32;9;iso-8859-1;Apache;None;325;None;None;None;None;missclean.rs
M4_490;89;19;utf-8;Apache/2;post-check=0, pre-check=0;6789;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_491;92;19;utf-8;Apache/2;post-check=0, pre-check=0;7590;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_492;92;19;utf-8;Apache/2;post-check=0, pre-check=0;7565;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_493;92;19;utf-8;Apache/2;post-check=0, pre-check=0;7586;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_494;92;19;utf-8;Apache/2;post-check=0, pre-check=0;7625;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_495;92;19;utf-8;Apache/2;post-check=0, pre-check=0;7586;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_496;93;19;utf-8;Apache/2;post-check=0, pre-check=0;7567;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_497;93;19;utf-8;Apache/2;post-check=0, pre-check=0;7509;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_498;92;19;utf-8;Apache/2;post-check=0, pre-check=0;7874;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_499;93;19;utf-8;Apache/2;post-check=0, pre-check=0;7365;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_500;91;19;utf-8;Apache/2;post-check=0, pre-check=0;7946;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_501;91;19;utf-8;Apache/2;post-check=0, pre-check=0;7763;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_502;91;19;utf-8;Apache/2;post-check=0, pre-check=0;7682;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_503;91;19;utf-8;Apache/2;post-check=0, pre-check=0;7892;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_504;86;17;utf-8;Apache/2;post-check=0, pre-check=0;7420;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_505;99;20;utf-8;Apache/2;post-check=0, pre-check=0;3974;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_506;173;31;utf-8;Apache/2;post-check=0, pre-check=0;9358;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_507;189;37;utf-8;Apache/2;post-check=0, pre-check=0;11146;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_508;141;26;utf-8;Apache/2;post-check=0, pre-check=0;8558;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_509;155;30;utf-8;Apache/2;post-check=0, pre-check=0;8408;ES;Barcelona;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_510;171;34;utf-8;Apache/2;post-check=0, pre-check=0;10682;None;None;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_511;194;34;utf-8;Apache/2;post-check=0, pre-check=0;28654;None;None;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_512;165;35;utf-8;Apache/2;post-check=0, pre-check=0;11822;None;None;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_513;146;27;utf-8;Apache/2;post-check=0, pre-check=0;33516;None;None;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_514;133;26;utf-8;Apache/2;post-check=0, pre-check=0;9244;None;None;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_515;102;21;utf-8;Apache/2;post-check=0, pre-check=0;11117;None;None;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_516;102;21;utf-8;Apache/2;post-check=0, pre-check=0;8836;None;None;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_517;93;19;utf-8;Apache/2;post-check=0, pre-check=0;6890;None;None;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_518;103;21;utf-8;Apache/2;post-check=0, pre-check=0;8565;None;None;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
M4_519;103;21;utf-8;Apache/2;post-check=0, pre-check=0;7782;None;None;25/10/2006 0:00;26/10/2016 0:00;textilexpres.com
