URL;A1;A2;A4;A5;A6;A7;A8;A9;A10;A11;A12
B0_3146;54;11;utf-8;Apache/2.2.15 (Red Hat);no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;qc.ca
B0_3147;29;8;iso-8859-1;Apache/2.0.52 (Red Hat);None;237;US;NJ;22/10/2005 14:33;11/10/2016 1:35;north-dakota-map.org
B0_3148;58;10;UTF-8;nginx;no-cache, must-revalidate, max-age=0;None;US;FL;11/09/2008 17:20;22/10/2013 19:53;kaiserhealthnews.org
B0_3149;76;16;utf-8;Apache/2.2.31 (CentOS);None;189;US;LA;3/09/2008 0:00;11/07/2016 0:00;vertor.com
B0_3150;63;11;us-ascii;Microsoft-IIS/7.5;None;324;None;None;20/04/2002 0:00;25/04/2017 0:00;perfectpeople.net
B0_3152;76;13;UTF-8;Apache;no-cache, must-revalidate, post-check=0, pre-check=0;None;US;VA;12/01/1995 0:00;19/12/2016 0:00;moviefone.com
B0_3153;39;8;utf-8;Apache;public, max-age=14398;24447;None;None;28/11/1994 0:00;21/03/2017 0:00;rhapsody.com
B0_3154;47;11;ISO-8859-1;nginx;None;None;US;VA;19/04/1995 4:00;1/03/2017 13:34;pbs.org
B0_3155;42;9;utf-8;Microsoft-IIS/8.5;private;30707;None;None;11/02/1997 0:00;12/02/2017 0:00;klwines.com
B0_3156;29;7;iso-8859-1;Apache/2.4.7 (Ubuntu);None;284;None;None;None;None;auburn.edu
B0_3157;67;9;iso-8859-1;None;None;21;None;None;3/07/1997 0:00;3/05/2015 0:00;acousticdimensions.com
B0_3159;49;9;utf-8;nginx;max-age=0, no-cache;38457;US;NY;17/06/1998 0:00;12/06/2015 0:00;nonesuch.com
B0_3160;78;16;UTF-8;Apache;max-age=0;36112;US;FL;13/12/1993 5:00;2/07/2015 17:44;npr.org
B0_3161;38;7;UTF-8;Apache/2.4.10 (Debian);None;None;CA;ON;9/04/2005 0:00;8/04/2017 0:00;soccerblogs.net
B0_3162;73;10;utf-8;None;no-cache;7138;None;None;23/10/2000 0:00;29/04/2017 0:00;mtroyal.ca
B0_3163;40;7;UTF-8;Apache/2.2.31 (Amazon);max-age=300;None;US;IL;6/07/2001 0:00;14/07/2015 0:00;televisionwithoutpity.com
B0_3164;32;9;us-ascii;Microsoft-IIS/7.5;None;324;None;None;4/04/2016 0:00;16/04/2017 0:00;ekidult.com
B0_3165;80;16;UTF-8;Server;no-cache;None;US;NV;1/11/1994 0:00;30/04/2014 0:00;amazon.com
B0_3166;38;8;ISO-8859-1;nginx/1.8.1;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;nj;24/06/2003 0:00;22/08/2016 0:00;flixster.com
B0_3168;51;9;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;UT;5/02/1999 0:00;16/06/2014 0:00;genealogy.com
B0_3169;70;16;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;WA;10/11/1994 0:00;8/10/2014 0:00;msn.com
B0_3170;41;8;UTF-8;Apache;None;58;None;None;22/02/2017 0:00;22/02/2017 0:00;marmitepantry.com
B0_3171;102;20;UTF-8;None;no-cache;None;None;None;13/03/1996 0:00;8/03/2017 0:00;pitch.com
B0_3172;32;7;ISO-8859-1;None;private, no-cache, no-store, must-revalidate;None;US;CA;29/03/1997 0:00;29/11/2016 0:00;facebook.com
B0_3173;33;7;ISO-8859-1;None;None;1819;US;CA;2/11/2002 0:00;2/02/2017 0:00;linkedin.com
B0_3174;41;10;utf-8;cloudflare-nginx;public, max-age=21600;None;US;CA;21/07/1995 0:00;26/09/2016 0:00;warnerbros.com
B0_3175;39;10;utf-8;YouTubeFrontEnd;no-cache;None;US;CA;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_3176;84;14;UTF-8;Aftograf Application Server;no-cache; no-store;12346;None;None;19/04/2004 0:00;31/03/2016 0:00
B0_3178;47;9;ISO-8859-1;Varnish;None;2697;None;None;4/06/2003 0:00;19/04/2017 0:00;thriftbooks.com
B0_3179;44;10;ISO-8859-1;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;AU;Queensland;22/03/2006 0:00;22/03/2017 0:00;famouswhy.com
B0_3180;77;13;us-ascii;Microsoft-HTTPAPI/2.0;None;324;None;None;5/06/2003 0:00;26/11/2014 0:00;thefreedictionary.com
B0_3181;37;7;ISO-8859-1;Apache;None;3296;None;None;12/06/2007 0:00;6/06/2016 0:00;kevindeanmusic.com
B0_3182;53;11;UTF-8;None;max-age=5;35749;US;CA;9/01/1998 0:00;4/01/2017 0:00;go.com
B0_3184;92;18;utf-8;ECD (fll/0790);max-age=30, public, must_revalidate=false;41515;US;NY;10/03/2005 0:00;7/03/2017 0:00;huffingtonpost.com
B0_3185;42;9;UTF-8;nginx;no-cache;None;CA;ON;6/09/2006 0:00;18/07/2016 0:00;zippyshare.com
B0_3186;63;11;UTF-8;Apache;max-age=0;15852;BE;None;19/03/2005 0:00;13/02/2017 0:00;tvtrip.com
B0_3187;85;10;UTF-8;nginx/1.4.6 (Ubuntu);None;None;US;CA;14/12/1995 5:00;6/12/2016 21:52;archive.org
B0_3188;40;8;ISO-8859-1;Apache;None;1691;None;None;23/02/2008 0:00;15/02/2013 0:00;newhorizons-llc.com
B0_3189;23;7;UTF-8;Apache/2.2.22 (Debian);no-store, no-cache, must-revalidate, post-check=0, pre-check=0;20734;None;None;None;None;atlanta.com.ar
B0_3190;33;6;ISO-8859-1;Virb <3's You!;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;21/02/2011 0:00;21/02/2017 0:00;shawnandersonvisuals.com
B0_3191;33;9;ISO-8859-1;Apache;None;None;US;IL;11/03/1997 5:00;30/11/2012 20:41;faqs.org
B0_3192;151;29;utf-8;cloudflare-nginx;None;0;US;MA;31/03/2003 0:00;5/03/2017 0:00;typepad.com
B0_3193;39;8;utf-8;YouTubeFrontEnd;no-cache;None;US;CA;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_3194;45;8;iso-8859-1;Apache;None;256;None;None;25/07/2001 0:00;17/05/2016 0:00;nobleyouth.com
B0_3195;25;6;ISO-8859-1;None;None;9859;None;None;None;None;savingsbonds.gov
B0_3196;46;11;utf-8;nginx;must-revalidate;None;US;NY;23/03/1995 0:00;3/03/2017 0:00;wn.com
B0_3197;75;12;UTF-8;Server;no-cache;None;US;NV;1/11/1994 0:00;30/04/2014 0:00;amazon.com
B0_3198;60;11;UTF-8;None;None;18452;None;None;9/11/2000 0:00;6/03/2017 0:00;nugget.ca
B0_3200;39;8;utf-8;YouTubeFrontEnd;no-cache;None;US;CA;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_3201;39;8;utf-8;YouTubeFrontEnd;no-cache;None;US;CA;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_3202;51;10;ISO-8859-1;Server;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;4306;US;WA;11/07/1999 0:00;9/06/2016 0:00;boxofficemojo.com
B0_3203;76;12;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;CO;23/09/2005 0:00;30/08/2016 0:00;rotorpad.com
B0_3204;63;12;UTF-8;Server;no-cache;None;US;NV;1/11/1994 0:00;30/04/2014 0:00;amazon.com
B0_3205;37;8;iso-8859-1;HTTPDaemon;private;None;US;WA;5/01/1996 0:00;5/05/2016 0:00;imdb.com
B0_3206;47;11;UTF-8;Apache;no-cache, must-revalidate, max-age=0;8285;US;FL;5/01/1996 5:00;27/01/2016 1:23;harpers.org
B0_3207;59;10;utf-8;ecomserviceprod i-0807157143e4e90ed;private;1358;US;CA;11/11/1997 0:00;19/11/2015 0:00;netflix.com
B0_3208;44;8;utf-8;None;no-cache;None;None;None;22/02/1996 0:00;16/01/2015 0:00;myspace.com
B0_3210;117;20;UTF-8;nginx/1.6.0;None;9605;None;None;27/04/2006 0:00;26/02/2016 0:00;thaindian.com
B0_3211;46;9;ISO-8859-1;None;no-cache;6746;None;None;28/11/1999 0:00;9/09/2013 0:00;pipl.com
B0_3212;101;17;utf-8;None;private;35663;None;None;1/02/1994 0:00;28/04/2016 0:00;legacy.com
B0_3213;23;6;UTF-8;cloudflare-nginx;None;None;US;CA;13/06/2010 11:17;1/11/2016 9:28;miskeptics.org
B0_3214;52;9;UTF-8;nginx;max-age=86400, public, stale-if-error=604800, stale-while-revalidate=604800;6565;None;None;23/01/1998 0:00;21/03/2016 0:00;encyclopedia.com
B0_3215;39;8;utf-8;YouTubeFrontEnd;no-cache;None;US;CA;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_3216;56;11;iso-8859-1;Apache;None;415;None;None;29/12/1998 0:00;3/01/2017 0:00;gruposid.com
B0_3217;82;12;us-ascii;Microsoft-HTTPAPI/2.0;None;257;US;NY;18/03/1999 0:00;15/02/2016 0:00;boonvilledailynews.com
B0_3218;31;6;UTF-8;cloudflare-nginx;no-cache, must-revalidate, max-age=0;None;None;None;16/10/2009 0:00;22/04/2017 0:00;fantasiaofficial.com
B0_3220;35;8;UTF-8;Server;None;None;US;WA;5/01/1996 0:00;5/05/2016 0:00;imdb.com
B0_3222;39;8;utf-8;YouTubeFrontEnd;no-cache;None;US;CA;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_3223;37;9;UTF-8;Virtuoso/07.20.3217 (Linux) i686-generic-linux-glibc212-64  VDB;None;None;DE;None;10/01/2007 15:27;9/01/2017 16:53;dbpedia.org
B0_3225;51;11;utf-8;cloudflare-nginx;private, max-age=0, must-revalidate;None;None;None;15/12/1998 0:00;25/04/2016 0:00;ioffer.com
B0_3226;101;18;ISO-8859-1;cloudflare-nginx;None;None;None;None;1/04/1998 0:00;9/12/2016 0:00;alibris.com
B0_3227;39;8;utf-8;YouTubeFrontEnd;no-cache;None;US;CA;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_3228;85;20;UTF-8;None;max-age=300;None;US;CA;9/01/1998 0:00;4/01/2017 0:00;go.com
B0_3229;27;6;iso-8859-1;Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4;None;318;CA;QC;8/12/2008 0:00;7/08/2015 0:00;vjscrewmachine.com
B0_3230;74;11;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;CA;19/12/2005 0:00;15/12/2015 0:00;jacketflap.com
B0_3232;92;16;UTF-8;Apache;max-age=562;17569;US;ny;20/05/1996 0:00;19/04/2017 0:00;nfl.com
B0_3233;20;6;iso-8859-1;nginx;None;318;None;None;2/12/1999 0:00;19/09/2016 0:00;ldsfilm.com
B0_3237;85;16;UTF-8;nginx;no-cache, must-revalidate, max-age=0;681;CA;AB;25/04/2000 0:00;30/03/2017 0:00;tabertimes.com
B0_3239;43;8;iso-8859-1;Apache/2.0.52 (Red Hat);None;300;US;WA;20/03/1998 0:00;3/03/2017 0:00;idreamof.com
B0_3240;45;10;ISO-8859-1;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;New Jersey;24/03/1999 0:00;4/02/2017 0:00;arenafan.com
B0_3241;88;16;utf-8;ATS;None;714;US;CA;18/01/1995 0:00;26/08/2015 0:00;yahoo.com
B0_3242;101;21;UTF-8;Apache/2.4.25 (Unix) OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4;None;None;US;DISTRICT O;14/08/2000 0:00;3/03/2017 0:00;estergoldberg.com
B0_3243;49;11;UTF-8;nginx;max-age=60, private;None;US;GA;22/09/1993 0:00;15/02/2017 0:00;cnn.com
B0_3244;47;9;UTF-8;Apache;None;6249;CA;ON;27/09/2006 0:00;29/08/2016 0:00;ultimatebearsfan.com
B0_3245;27;6;utf-8;None;public, max-age=300;20761;US;NY;14/08/1997 0:00;22/03/2017 0:00;coloradorapids.com
B0_3246;49;7;UTF-8;Apache;no-cache, must-revalidate, max-age=0;5170;CA;ON;2/12/2002 15:09;25/11/2016 0:17;clevelandwomensorchestra.org
B0_3248;95;18;UTF-8;Apache/1.3.41 (Unix) mod_perl/1.30 PHP/4.4.8 mod_gzip/1.3.26.1a;None;None;None;None;None;None;scoop.co.nz
B0_3249;47;10;utf-8;ATS;None;640;US;CA;18/01/1995 0:00;26/08/2015 0:00;yahoo.com
B0_3250;38;8;UTF-8;Server;None;None;US;NV;1/11/1994 0:00;30/04/2014 0:00;amazon.com
B0_3251;63;13;ISO-8859-1;Apache;no-store;None;US;CA;22/04/1997 0:00;22/02/2017 0:00;mylife.com
B0_3255;58;11;UTF-8;nginx;no-store, no-cache, must-revalidate;None;US;Massachusetts;16/06/2004 0:00;29/12/2016 0:00;wayfair.com
B0_3256;61;10;us-ascii;None;None;324;US;FL;21/04/2002 0:00;23/03/2017 0:00;hometownlocator.com
B0_3257;18;6;UTF-8;nginx;None;None;None;None;None;None;rideau.it
B0_3258;46;9;UTF-8;mw2174.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_3259;41;8;utf-8;cloudflare-nginx;None;8201;US;FL;12/11/1996 0:00;12/09/2015 0:00;stevemartin.com
B0_3260;73;15;UTF-8;nginx;no-cache, must-revalidate, max-age=0;5804;None;None;None;None;state.ie
B0_3261;46;9;utf-8;Apache;private, s-maxage=0, max-age=0, must-revalidate;44550;CA;ON;9/12/2003 0:00;22/10/2016 0:00;wikia.com
B0_3262;47;12;utf-8;ebay server;private;None;US;CA;4/08/1995 0:00;26/01/2017 0:00;ebay.com
B0_3263;90;12;ISO-8859-1;nginx;private, max-age=279;123;US;NY;8/05/1996 0:00;27/01/2017 0:00;cbssports.com
B0_3265;64;15;utf-8;;None;None;US;NY;17/06/1993 0:00;29/08/2013 0:00;forbes.com
B0_3266;38;9;iso-8859-1;Apache;None;185;CA;ON;2/02/1998 0:00;5/12/2016 0:00;newworldcds.com
B0_3267;35;7;UTF-8;Apache;max-age=0;3431;AU;Queensland;23/06/2016 0:00;24/06/2016 0:00;massmenus.com
B0_3268;86;17;UTF-8;Apache-Coyote/1.1;"no-cache=""set-cookie""";16839;US;Georgia;9/01/2007 0:00;30/04/2013 0:00;worthpoint.com
B0_3269;89;16;utf-8;Apache/2.2.15 (Red Hat);None;None;US;California;23/12/1995 0:00;7/11/2016 0:00;gayot.com
B0_3270;39;8;utf-8;YouTubeFrontEnd;no-cache;None;US;CA;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_3271;39;9;utf-8;YouTubeFrontEnd;no-cache;None;US;CA;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_3272;31;6;utf-8;openresty/1.11.2.1;max-age=0, private, must-revalidate;None;US;TEXAS;17/09/2009 0:00;4/03/2017 0:00;barlowbrothersband.com
B0_3273;19;6;UTF-8;cloudflare-nginx;no-cache, must-revalidate, max-age=0;None;US;GA;1/09/1995 0:00;29/05/2015 0:00;monica.com
B0_3274;40;8;ISO-8859-1;nginx;None;1033;None;None;15/05/2009 0:00;15/04/2017 0:00;cardiffcityevents.co.uk
B0_3275;77;15;UTF-8;GSE;no-cache, no-store, max-age=0, must-revalidate;13602;US;Arizona;31/05/2008 0:00;31/05/2016 0:00;mmabloodbath.com
B0_3276;46;9;UTF-8;None;private;None;US;TX;30/07/1996 0:00;4/07/2016 0:00;vrbo.com
B0_3279;41;8;iso-8859-1;HTTPDaemon;private;None;US;WA;5/01/1996 0:00;5/05/2016 0:00;imdb.com
B0_3280;39;8;utf-8;YouTubeFrontEnd;no-cache;None;US;CA;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_3282;31;7;ISO-8859-1;Apache;no-store;None;US;CA;22/04/1997 0:00;22/02/2017 0:00;mylife.com
B0_3283;78;15;UTF-8;nginx;max-age=600, public;None;US;VA;19/04/1995 4:00;1/03/2017 13:34;pbs.org
B0_3284;69;14;UTF-8;Apache/2.4.16 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;8498;US;Massachusetts;7/04/2007 0:00;8/03/2017 0:00;qwertysqoncepts.com
B0_3285;68;12;UTF-8;mw2166.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_3286;43;9;ISO-8859-1;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;AU;Queensland;22/03/2006 0:00;22/03/2017 0:00;famouswhy.com
B0_3287;93;16;UTF-8;Apache/2.2.17 (Unix) DAV/2 proxy_html/3.1.2;None;8605;None;None;None;None;sydney.edu.au
B0_3288;52;10;UTF-8;openresty;None;None;LU;None;31/10/2000 0:00;16/12/2016 0:00;pornhub.com
B0_3289;35;9;ISO-8859-1;Apache/1.3.39 (Unix) mod_suid/1.1 PHP/5.2.5 with Suhosin-Patch mod_ssl/2.8.30 OpenSSL/0.9.7e-p1;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;TR;None;11/05/2007 0:00;11/05/2016 0:00;iejgeo.com
B0_3290;52;10;us-ascii;Microsoft-HTTPAPI/2.0;None;324;AU;None;9/02/2008 0:00;10/02/2017 0:00;fanpix.net
B0_3291;93;15;UTF-8;Apache;no-cache, must-revalidate, max-age=0;None;None;None;17/11/2004 0:00;12/03/2017 0:00;cielvariable.ca
B0_3294;37;8;us-ascii;Microsoft-HTTPAPI/2.0;None;324;None;None;None;None;calderpark.com.au
B0_3295;39;9;utf-8;YouTubeFrontEnd;no-cache;None;US;CA;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_3296;31;8;UTF-8;Apache/2.2.27 (CentOS);no-cache, must-revalidate, max-age=0;34;US;CO;10/07/2010 0:00;9/05/2016 0:00;pdfio.com
B0_3297;35;7;utf-8;Apache;must-revalidate, private, max-age=0;21297;US;CA;4/04/2006 0:00;3/03/2017 0:00;spokeo.com
B0_3298;41;9;ISO-8859-1;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;AU;Queensland;22/03/2006 0:00;22/03/2017 0:00;famouswhy.com
B0_3299;45;10;UTF-8;mw2238.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_3300;54;10;UTF-8;Apache;None;None;US;UT;17/06/2003 0:00;16/06/2016 0:00;toptenreviews.com
B0_3301;80;17;UTF-8;ATS;no-store, no-cache, max-age=0, private;None;US;CA;18/01/1995 0:00;26/08/2015 0:00;yahoo.com
B0_3302;106;15;ISO-8859-1;None;private, no-cache, no-store, must-revalidate;None;US;CA;29/03/1997 0:00;29/11/2016 0:00;facebook.com
B0_3303;82;16;utf-8;Apache;max-age=60, private, proxy-revalidate;None;US;Arizona;29/10/2000 0:00;30/10/2016 0:00;halloween24.com
B0_3304;62;15;utf-8;Microsoft-IIS/7.5;private;37368;None;None;None;None;wa.gov
B0_3305;112;18;iso-8859-1;Apache/2.4.10 (Debian);None;368;US;PA;15/12/1999 0:00;18/11/2016 0:00;onlineradiostations.com
B0_3306;32;8;UTF-8;Server;None;None;US;WA;5/01/1996 0:00;5/05/2016 0:00;imdb.com
B0_3307;82;15;UTF-8;None;max-age=0, no-cache, no-store;9745;US;Arizona;14/04/2005 0:00;11/11/2016 0:00;idolator.com
B0_3308;77;12;utf-8;Apache/2.4.6 (CentOS);None;10943;US;Arizona;8/03/2003 0:00;22/02/2017 0:00;pokerlistings.com
B0_3309;56;11;ISO-8859-1;None;private, no-cache, no-store, must-revalidate;None;US;CA;29/03/1997 0:00;29/11/2016 0:00;facebook.com
B0_3310;129;22;iso-8859-1;None;no-cache;189;US;CT;21/02/2000 0:00;10/04/2017 0:00;marketwire.com
B0_3311;72;14;utf-8;ATS;private,no-cache,must-revalidate;None;US;CA;18/01/1995 0:00;26/08/2015 0:00;yahoo.com
B0_3313;47;9;ISO-8859-1;None;no-cache;6750;US;California;28/11/1999 0:00;9/09/2013 0:00;pipl.com
B0_3314;92;14;ISO-8859-1;Apache;None;None;US;UT;16/05/1995 0:00;21/10/2016 0:00;ancestry.com
B0_3315;35;8;us-ascii;cloudflare-nginx;None;None;None;None;11/10/2000 0:00;12/12/2016 0:00;mcgill.ca
B0_3316;47;11;ISO-8859-1;Apache/2.0.64 (Unix) mod_ssl/2.0.64 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 PHP/5.3.8;None;None;IN;Gujarat;10/06/2006 0:00;28/03/2017 0:00;a2zcity.com
B0_3317;26;7;utf-8;nginx;must-revalidate;None;US;NY;23/03/1995 0:00;3/03/2017 0:00;wn.com
B0_3318;73;12;utf-8;nginx;no-cache, no-store;None;US;ga;5/04/1996 0:00;30/03/2016 0:00;yellowpages.com
B0_3319;46;9;ISO-8859-1;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;AU;Queensland;22/03/2006 0:00;22/03/2017 0:00;famouswhy.com
B0_3320;54;10;utf-8;cloudflare-nginx;public, max-age=1200;None;US;CA;4/11/1998 0:00;2/10/2016 0:00;rivals.com
B0_3321;119;21;ISO-8859-1;Apache/2.2.15 (CentOS) DAV/2 mod_ssl/2.2.15 OpenSSL/1.0.1e-fips PHP/5.3.3;None;3923;US;IL;27/07/1995 0:00;8/06/2015 0:00;orlandosentinel.com
B0_3322;61;9;UTF-8;cloudflare-nginx;no-cache, must-revalidate, max-age=0;None;US;Mississippi;27/06/2007 0:00;25/11/2015 0:00;mswritersandmusicians.com
B0_3323;131;24;ISO-8859-1;nginx;None;162;US;CALIFORNIA;18/08/2006 0:00;18/08/2016 0:00;trekmovie.com
B0_3324;78;13;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;NY;10/08/1995 0:00;5/08/2016 0:00;barnesandnoble.com
B0_3326;70;15;ISO-8859-1;Apache;None;4806;None;None;19/10/2000 0:00;2/03/2017 0:00;sportsnet.ca
B0_3327;55;11;utf-8;Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 PHP/5.4.35;max-age=0, no-cache, no-store;6678;US;Arizona;14/02/2000 0:00;14/02/2016 0:00;mp3raid.com
B0_3328;33;7;iso-8859-1;Apache;None;199;us;NY;1/04/2004 0:00;4/04/2016 0:00;ytmnd.com
B0_3329;238;39;UTF-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;CA;ON;6/12/2008 0:00;7/11/2016 0:00;cinejosh.com
B0_3330;81;10;UTF-8;nginx/1.4.6 (Ubuntu);None;None;US;CA;14/12/1995 5:00;6/12/2016 21:52;archive.org
B0_3331;49;12;utf-8;nginx;None;None;US;Oregon;30/08/2000 0:00;16/08/2016 0:00;discogs.com
B0_3332;120;20;UTF-8;nginx/1.9.13;None;None;US;WA;25/11/1995 0:00;9/10/2015 0:00;expedia.com
B0_3333;38;7;UTF-8;GSE;no-cache, no-store, max-age=0, must-revalidate;3658;US;CA;31/07/2000 0:00;29/06/2016 0:00;blogspot.com
B0_3334;87;13;utf-8;nginx;public, max-age=300;34026;US;NY;3/11/1997 0:00;6/02/2017 0:00;roadrunnerrecords.com
B0_3335;44;9;ISO-8859-1;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;AU;Queensland;22/03/2006 0:00;22/03/2017 0:00;famouswhy.com
B0_3336;39;9;ISO-8859-1;nginx;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;California;1/08/2004 7:41;2/08/2016 14:46;batsu.org
B0_3337;85;14;UTF-8;None;None;None;None;None;18/10/2000 0:00;29/01/2017 0:00;yellowpages.ca
B0_3338;57;11;UTF-8;Server;no-cache;None;US;NV;1/11/1994 0:00;30/04/2014 0:00;amazon.com
B0_3339;53;9;UTF-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;28058;US;FL;18/11/1997 0:00;12/03/2017 0:00;sportsmemorabilia.com
B0_3340;47;10;utf-8;None;None;14201;US;FL;24/01/2001 0:00;24/01/2017 0:00;sensagent.com
B0_3341;37;11;utf-8;ATS;None;620;US;CA;18/01/1995 0:00;26/08/2015 0:00;yahoo.com
B0_3342;39;8;ISO-8859-1;LiteSpeed;None;196;SE;SKANE;1/07/2004 0:00;25/04/2016 0:00;blogtoplist.com
B0_3343;30;7;UTF-8;GSE;no-cache, no-store, max-age=0, must-revalidate;19926;US;CA;31/07/2000 0:00;29/06/2016 0:00;blogspot.com
B0_3344;85;13;ISO-8859;Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips PHP/5.6.13;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;1415;US;MD;5/12/2000 0:00;9/12/2015 0:00;democraticunderground.com
B0_3345;84;15;ISO-8859-1;None;max-age=60;None;US;NJ;27/06/1996 0:00;1/11/2016 0:00;oregonlive.com
B0_3346;24;6;utf-8;openresty;no-cache;None;LU;None;7/01/2006 0:00;14/12/2016 0:00;redtube.com
B0_3347;38;10;ISO-8859-1;None;None;1819;US;CA;2/11/2002 0:00;2/02/2017 0:00;linkedin.com
B0_3348;64;11;iso-8859-1;nginx/1.10.2;None;358;IN;Rajasthan;20/12/2002 0:00;30/03/2017 0:00;killabhawan.com
B0_3349;34;7;ISO-8859-1;nginx;None;None;None;None;None;None;academia.edu
B0_3350;106;18;utf-8;Microsoft-IIS/7.5;private;14044;US;UT;16/05/1995 0:00;21/10/2016 0:00;ancestry.com
B0_3351;50;6;ISO-8859-1;None;private, no-cache, no-store, must-revalidate;None;US;CA;29/03/1997 0:00;29/11/2016 0:00;facebook.com
B0_3353;96;18;utf-8;cloudflare-nginx;private;None;US;Florida;10/04/2002 0:00;20/09/2016 0:00;crackberry.com
B0_3354;65;11;ISO-8859-1;Apache;None;305;GB;WEST SUSSEX;7/03/2000 0:00;4/03/2017 0:00;gocaravanning.com
B0_3355;93;17;ISO-8859-1;nginx/1.6.2;max-age=0;12611;US;IL;21/07/2000 0:00;8/08/2015 0:00;realgm.com
B0_3356;44;9;UTF-8;GSE;private, max-age=0;8805;None;None;None;None;sites.google.com
B0_3357;39;8;utf-8;YouTubeFrontEnd;no-cache;None;US;CA;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_3358;31;7;iso-8859-1;Apache;None;271;None;None;11/10/2000 0:00;12/12/2016 0:00;mcgill.ca
B0_3359;126;22;iso-8859-1;Apache;None;306;None;None;27/07/2002 0:00;29/10/2012 0:00;gamingring.com
B0_3360;59;9;ISO-8859-1;cloudflare-nginx;None;None;SG;SG;11/07/2006 0:00;7/03/2017 0:00;torrenthound.com
B0_3361;114;19;ISO-8859-1;None;None;None;CA;QC;31/12/1992 0:00;30/12/2016 0:00;tower.com
B0_3362;37;8;UTF-8;nginx;None;None;US;Arizona;18/04/2001 0:00;19/04/2017 0:00;superiorpics.com
B0_3363;125;19;utf-8;None;private;25272;US;FL;24/11/1998 0:00;27/11/2016 0:00;kjonline.com
B0_3364;65;10;UTF-8;cloudflare-nginx;no-store, no-cache, must-revalidate, max-age=0, no-cache;None;US;CA;29/03/2007 0:00;14/03/2017 0:00;onlineworldofwrestling.com
B0_3365;23;6;UTF-8;nginx/1.11.4;None;None;US;FL;11/04/2011 0:00;1/02/2016 0:00;gardacares.com
B0_3366;36;8;UTF-8;Apache/2.2.22;None;17588;US;Arizona;17/10/2002 0:00;18/10/2016 0:00;calpernia.com
B0_3367;101;14;ISO-8859-1;None;public, max-age=600;350;US;CO;15/04/2009 0:00;11/04/2017 0:00;delconewsnetwork.com
B0_3368;51;9;iso-8859-1;None;None;223;US;California;24/07/2008 0:00;25/07/2016 0:00;recordsproject.com
B0_3369;36;9;utf-8;SCLWS;max-age=30;12840;US;FL;17/05/1998 0:00;24/03/2017 0:00;stripclublist.com
