URL;N1;N2;N3;N4;N5;N6;N7;N8;N9;N10;N11;N12;N13;N14;N15
B0_297;21;8;9;2373;0;0;25;27;6199;2637;7522865;3,32E+05;3,59E+05;25;4
B0_298;31;7;8;3007;0;0;35;29;23628;3335;7559104;4,63E+05;3,84E+04;35;4
B0_299;37;9;11;5965;0;0;43;47;20145;6439;7566646;5,68E+05;6,21E+05;43;6
B0_300;19;3;4;1948;0;0;23;26;12186;2280;7717074;2,98E+05;3,37E+05;23;4
B0_301;9;0;3;1481;0;0;13;12;1327;1773;7718158;1,68E+05;1,55E+05;13;4
B0_302;9;0;3;1481;0;0;13;12;1327;1773;7718158;1,68E+05;1,55E+05;13;4
B0_303;71;0;3;10999;0;0;73;70;88707;11147;7718494;9,46E+05;9,07E+05;73;2
B0_304;74;0;2;18084;0;0;78;96;113453;18384;7719004;1,01E+06;1,24E+05;78;4
B0_305;61;7;6;6100;0;0;65;79;123896;6388;7727354;8,41E+05;1,02E+06;65;4
B0_306;20;2;6;3089;0;0;24;24;7088;3391;7728703;3,11E+05;3,11E+05;24;4
B0_307;24;2;5;3179;0;0;30;29;11372;3613;7879355;3,81E+04;3,68E+05;30;6
B0_308;23;8;5;3087;0;0;29;27;19078;3535;7880147;3,68E+05;3,43E+05;29;6
B0_309;17;3;9;1394;0;0;19;20;12358;1546;7889707;2,41E+05;2,53E+05;19;2
B0_310;17;1;7;1848;0;0;23;24;2167;2322;NA;NA;NA;23;6
B0_311;9;0;2;870;0;0;11;12;5876;1020;7911337;1,39E+05;1,52E+05;11;2
B0_312;24;1;4;3375;0;0;28;30;18396;3703;7911862;3,54E+05;3,79E+05;28;4
B0_313;18;13;4;3381;0;0;24;22;14656;3851;7912539;3,03E+05;2,78E+05;24;6
B0_314;33;4;9;3088;0;0;41;34;12104;3720;7963891;5,15E+05;4,27E+05;41;8
B0_315;47;41;4;6464;0;0;55;53;39038;7072;7966779;6,90E+05;6,65E+05;55;8
B0_316;12;4;3;972;0;0;14;16;15901;1118;NA;NA;NA;14;2
B0_317;44;0;2;4044;0;0;46;46;82259;4204;7973416;5,77E+05;5,77E+05;46;2
B0_318;10;2;6;1197;0;0;14;17;1374;1503;NA;NA;NA;14;4
B0_319;10;2;6;1197;0;0;14;17;1374;1503;NA;NA;NA;14;4
B0_320;37;0;5;7178;0;0;43;41;20954;7644;7982711;5,39E+05;5,14E+05;43;6
B0_321;12;2;7;984;0;0;16;16;1839;1292;NA;NA;NA;16;4
B0_322;17;1;2;1661;0;0;23;26;10015;2167;8004495;2,87E+05;3,25E+05;23;6
B0_323;10;1;3;1256;0;0;14;16;1909;1580;8045091;1,74E+05;1,99E+05;14;4
B0_324;22;3;8;2267;0;0;28;31;9811;2701;8126180;3,45E+05;3,81E+04;28;6
B0_325;10;1;4;1257;0;0;14;15;1919;1555;8127079;1,72E+05;1,85E+05;14;4
B0_326;21;1;8;1606;0;0;25;13;1276;1914;NA;NA;NA;25;4
B0_327;20;1;4;1900;0;0;24;25;15998;2204;8224935;2,92E+05;3,04E+05;24;4
B0_328;28;20;2;2780;0;0;32;36;27390;3064;NA;NA;NA;32;4
B0_329;50;42;4;6256;0;0;58;63;63202;6896;8226698;7,05E+05;7,66E+05;58;8
B0_330;15;2;6;1528;0;0;19;17;5586;1860;8227783;2,31E+05;2,07E+05;19;4
B0_331;8;0;3;803;0;0;12;12;2190;1097;8229057;1,46E+05;1,46E+05;12;4
B0_332;17;12;3;2314;0;0;23;27;21419;2740;8229499;2,79E+05;3,28E+05;23;6
B0_333;31;24;8;4739;0;0;37;37;18554;5195;8244799;4,49E+05;4,49E+05;37;6
B0_334;19;5;5;2137;0;0;23;29;17922;2425;8251676;2,79E+05;3,51E+05;23;4
B0_335;18;4;4;2083;0;0;22;28;17862;2371;8251676;2,67E+05;3,39E+05;22;4
B0_336;55;6;14;4155;0;0;59;53;45079;4533;8360516;7,06E+05;6,34E+05;59;4
B0_337;45;3;7;3507;0;0;49;46;42286;3857;8375690;5,85E+05;5,49E+05;49;4
B0_338;5;0;3;620;0;0;7;8;626;770;8376440;8,36E+04;9,55E+04;7;2
B0_339;9;1;3;1283;0;0;13;14;1697;1631;8377193;1,55E+05;1,67E+05;13;4
B0_340;20;0;2;2487;0;0;26;18;2587;2979;8527626;3,05E+05;2,11E+05;26;6
B0_341;19;6;9;1720;0;0;25;27;2880;2138;NA;NA;NA;25;6
B0_342;31;5;8;4514;0;0;39;40;26105;5168;8552044;4,56E+05;4,68E+05;39;8
B0_343;28;2;5;2490;0;0;32;29;18969;2802;8572376;3,73E+05;3,38E+05;32;4
B0_344;9;0;3;1194;0;0;13;12;1736;1498;NA;NA;NA;13;4
B0_345;28;6;13;2721;0;0;30;29;15626;2879;NA;NA;NA;30;2
B0_346;36;27;7;4405;0;0;42;47;46271;4833;NA;NA;NA;42;6
B0_347;39;3;8;3637;0;0;45;37;44294;4127;NA;NA;NA;45;6
B0_348;90;6;14;8646;0;0;92;100;95659;8808;8852912;1,04E+05;1,13E+06;92;2
B0_349;16;11;2;2272;0;0;20;26;16035;2576;8858811;2,26E+05;2,93E+05;20;4
B0_350;25;20;3;3252;0;0;29;35;36967;3540;8882452;3,26E+05;3,94E+05;29;4
B0_351;15;14;5;846;0;0;19;22;1914;1150;NA;NA;NA;19;4
B0_352;8;1;3;1088;0;0;14;13;2036;1524;8891403;1,57E+04;1,46E+05;14;6
B0_353;8;1;3;1088;0;0;14;13;2036;1524;8891403;1,57E+04;1,46E+05;14;6
B0_354;25;2;6;2444;0;0;31;17;1984;2874;NA;NA;NA;31;6
B0_355;22;10;9;2784;0;0;28;30;14114;3312;9047644;3,09E+05;3,32E+05;28;6
B0_356;63;54;5;6884;0;0;73;70;57005;7630;9050047;8,07E+05;7,73E+05;73;10
B0_357;6;4;5;404;0;0;10;11;856;718;NA;NA;NA;10;4
B0_358;14;0;1;1794;0;0;18;18;2242;2102;9055116;1,99E+05;1,99E+05;18;4
B0_359;29;22;3;4932;0;0;35;41;23578;5392;NA;NA;NA;35;6
B0_360;23;7;7;1967;0;0;29;24;6542;2417;9206535;3,15E+05;2,61E+05;29;6
B0_361;4;0;3;268;0;0;6;6;557;444;NA;NA;NA;6;2
B0_362;40;13;14;3781;0;0;46;44;34101;4253;9217729;4,99E+04;4,77E+05;46;6
B0_363;19;15;3;2864;0;0;23;26;10465;3168;9223551;2,49E+05;2,82E+05;23;4
B0_364;10;3;5;1202;0;0;14;16;1335;1500;NA;NA;NA;14;4
B0_365;14;1;3;1567;0;0;18;20;6818;1859;9227189;1,95E+05;2,17E+05;18;4
B0_366;85;73;9;7506;0;0;91;96;107416;7962;9236503;9,85E+05;1,04E+06;91;6
B0_367;7;4;3;752;0;0;9;12;892;922;9247798;9,73E+04;1,30E+05;9;2
B0_368;15;10;3;2344;0;0;19;17;6649;2668;9269608;2,05E+05;1,83E+05;19;4
B0_369;31;26;2;4412;0;0;37;37;27412;4848;NA;NA;NA;37;6
B0_370;40;9;9;4562;0;0;44;44;49870;4884;9301984;4,73E+05;4,73E+05;44;4
B0_371;13;8;2;2382;0;0;17;20;7775;2682;9305610;1,83E+05;2,15E+05;17;4
B0_372;48;36;10;5347;0;0;54;50;43924;5787;9329949;5,79E+05;5,36E+05;54;6
B0_373;34;11;4;3699;0;0;40;38;27522;4153;9330623;4,29E+05;4,07E+05;40;6
B0_374;20;2;6;2010;0;0;24;24;13434;2334;9331749;2,57E+05;2,57E+05;24;4
B0_375;16;0;3;1345;0;0;18;19;18597;1495;9332545;1,93E+05;2,04E+05;18;2
B0_376;21;0;2;2021;0;0;23;25;26799;2165;9333178;2,46E+05;2,68E+05;23;2
B0_377;2;0;1;132;0;0;2;2;124;132;NA;NA;NA;2;0
B0_378;30;0;4;3207;0;0;34;50;48750;3527;9499268;3,58E+05;5,26E+05;34;4
B0_379;94;3;8;6904;0;0;98;103;197501;7208;9514827;1,03E+06;1,08E+06;98;4
B0_380;104;0;2;7535;0;0;106;124;204971;7683;9518036;1,11E+06;1,30E+06;106;2
B0_381;55;45;5;6240;0;0;63;64;69305;6824;NA;NA;NA;63;8
B0_382;31;26;6;3286;0;0;37;45;28351;3776;9532801;3,88E+05;4,72E+05;37;6
B0_383;21;5;7;1810;0;0;25;21;2519;2102;NA;NA;NA;25;4
B0_384;6;0;4;664;0;0;8;8;609;808;9556703;8,37E+04;8,37E+04;8;2
B0_385;37;0;3;3263;0;0;43;42;52720;3697;NA;NA;NA;43;6
B0_386;31;7;12;2531;0;0;37;35;14050;3005;9623688;3,84E+05;3,64E+05;37;6
B0_387;29;0;2;2903;0;0;37;37;30772;3525;9626752;3,84E+05;3,84E+05;37;8
B0_388;2;0;1;148;0;0;4;5;410;302;NA;NA;NA;4;2
B0_389;9;0;1;865;0;0;11;12;19264;1045;9631596;1,14E+04;1,25E+05;11;2
B0_390;26;0;8;2657;0;0;30;35;34427;2991;9641875;3,11E+05;3,63E+05;30;4
B0_391;22;0;2;1724;0;0;24;26;38477;1886;9645793;2,49E+05;2,70E+05;24;2
B0_392;40;11;12;6028;0;0;46;46;20061;6502;9652509;4,77E+05;4,77E+05;46;6
B0_393;44;36;6;5129;0;0;52;68;59068;5721;9802837;5,30E+05;6,94E+05;52;8
B0_394;25;13;7;2910;0;0;31;30;7648;3402;NA;NA;NA;31;6
B0_395;19;12;3;2615;0;0;23;23;7024;2911;9808604;2,34E+05;2,34E+05;23;4
B0_396;3;2;2;174;0;0;5;5;353;310;NA;NA;NA;5;2
B0_397;14;0;1;1797;0;0;18;19;2308;2105;9818174;1,83E+05;1,94E+05;18;4
B0_398;73;0;3;5466;0;0;77;78;97306;5774;NA;NA;NA;77;4
B0_399;3;0;3;194;0;0;9;10;1102;638;NA;NA;NA;9;6
B0_400;36;0;2;3185;0;0;40;40;50608;3465;NA;NA;NA;40;4
B0_401;51;35;10;5314;0;0;57;62;51761;5742;NA;NA;NA;57;6
B0_402;33;27;5;5203;0;0;41;44;13097;5803;9891993;4,14E+05;4,45E+05;41;8
B0_403;57;2;5;4278;0;0;61;62;129889;4586;9895269;6,16E+05;6,27E+05;61;4
B0_404;39;18;14;4631;0;0;49;42;12921;5353;9921138;4,94E+05;4,23E+05;49;10
B0_405;39;18;14;4631;0;0;49;42;12921;5353;9921138;4,94E+05;4,23E+05;49;10
B0_406;28;2;5;3409;0;0;30;19;18392;3565;10073297;2,98E+05;1,89E+05;30;2
B0_407;14;0;5;1482;0;0;20;18;8797;1914;10074219;1,99E+05;1,79E+04;20;6
B0_408;15;0;6;1556;0;0;21;20;9023;1988;10074219;2,08E+05;1,99E+05;21;6
B0_409;76;9;7;8268;0;0;84;88;117625;8898;10074832;8,34E+05;8,73E+05;84;8
B0_410;80;3;5;8291;0;0;88;93;135375;8889;10076109;8,73E+04;9,23E+05;88;8
B0_411;47;10;10;4284;0;0;53;41;28130;4772;10099920;5,25E+05;4,06E+05;53;6
B0_412;21;0;4;2854;0;0;25;17;3490;3146;10250740;2,44E+05;1,66E+05;25;4
B0_413;16;0;7;1293;0;0;20;19;1754;1617;10277467;1,95E+05;1,85E+05;20;4
B0_414;6;2;4;400;0;0;8;9;688;544;NA;NA;NA;8;2
B0_415;46;38;3;5666;0;0;54;67;69645;6250;NA;NA;NA;54;8
B0_416;15;10;4;1166;0;0;19;19;1626;1538;10315239;1,84E+05;1,84E+05;19;4
B0_417;26;7;6;2506;0;0;30;25;2966;2814;10359808;2,90E+05;2,41E+05;30;4
B0_418;17;1;8;1098;0;0;21;13;1194;1426;NA;NA;NA;21;4
B0_419;25;1;6;2829;0;0;29;28;23089;3131;10511309;2,76E+05;2,66E+05;29;4
B0_420;25;4;7;1682;0;0;29;30;25579;1986;NA;NA;NA;29;4
B0_421;12;3;7;1080;0;0;14;14;2498;1260;10562540;1,33E+05;1,33E+05;14;2
B0_422;11;0;2;1344;0;0;15;13;1927;1652;NA;NA;NA;15;4
B0_423;29;0;3;2523;0;0;33;34;44807;2881;10563806;3,12E+05;3,22E+05;33;4
B0_424;32;12;9;2016;0;0;42;15;1188;2836;NA;NA;NA;42;10
B0_425;21;2;7;3425;0;0;23;16;12391;3591;10715821;2,15E+05;1,49E+05;23;2
B0_426;8;3;8;552;0;0;8;5;420;552;NA;NA;NA;8;0
B0_427;8;3;8;552;0;0;8;5;420;552;NA;NA;NA;8;0
B0_428;58;40;3;8165;0;0;66;77;54909;8787;10717927;6,16E+05;7,18E+05;66;8
B0_429;35;0;4;2949;0;0;39;43;43296;3263;10722791;3,64E+04;4,01E+05;39;4
B0_430;67;4;10;6257;0;0;71;53;51527;6619;10873339;6,53E+05;4,87E+05;71;4
B0_431;32;7;9;2445;0;0;34;36;41408;2601;10892536;3,12E+05;3,31E+05;34;2
B0_432;27;0;4;2403;0;0;31;30;27476;2741;10893114;2,85E+05;2,75E+05;31;4
B0_433;36;3;10;2981;0;0;42;41;31493;3449;10903727;3,85E+05;3,76E+05;42;6
B0_434;40;12;6;3079;0;0;44;53;38924;3359;NA;NA;NA;44;4
B0_435;35;22;11;4677;0;0;41;33;14310;5093;11001508;3,73E+05;3,00E+05;41;6
B0_436;29;16;7;2326;0;0;33;25;3623;2626;11155006;2,96E+04;2,24E+05;33;4
B0_437;24;2;4;1888;0;0;28;25;40314;2168;NA;NA;NA;28;4
B0_438;66;5;11;6311;0;0;70;64;63634;6633;11224334;6,24E+05;5,70E+05;70;4
B0_439;15;8;6;2218;0;0;19;18;5203;2546;11227637;1,69E+05;1,60E+05;19;4
B0_440;16;6;6;2135;0;0;20;22;3485;2443;NA;NA;NA;20;4
B0_441;23;12;8;3099;0;0;27;28;7395;3439;NA;NA;NA;27;4
B0_442;26;1;3;4229;0;0;30;36;32381;4517;11555992;2,60E+05;3,12E+05;30;4
B0_443;17;0;5;1570;0;0;21;21;6049;1842;NA;NA;NA;21;4
B0_444;8;0;2;784;0;0;10;11;16959;958;11559411;8,65E+04;9,52E+04;10;2
B0_445;22;8;4;2680;0;0;28;19;7746;3172;11710126;2,39E+05;1,62E+05;28;6
B0_446;23;2;4;2112;0;0;29;31;13191;2530;11717546;2,47E+05;2,65E+05;29;6
B0_447;5;0;1;622;0;0;7;7;9159;812;11940602;5,86E+04;5,86E+04;7;2
B0_448;32;21;8;4561;0;0;38;36;10429;4997;NA;NA;NA;38;6
B0_449;18;8;7;1634;0;0;22;23;14294;1922;11980390;1,84E+05;1,92E+05;22;4
B0_450;27;23;1;3355;0;0;33;35;31623;3781;NA;NA;NA;33;6
B0_451;6;3;4;388;0;0;8;9;679;532;NA;NA;NA;8;2
B0_452;20;0;1;4317;0;0;24;22;21620;4637;NA;NA;NA;24;4
B0_453;6;0;4;631;0;0;8;11;812;787;11994770;6,67E+04;9,17E+04;8;2
B0_454;21;1;5;2873;0;0;25;23;9017;3177;NA;NA;NA;25;4
B0_455;15;0;2;1949;0;0;19;20;13579;2245;12007202;1,58E+05;1,67E+05;19;4
B0_456;15;0;4;1301;0;0;17;7;552;1455;12044536;1,41E+05;5,81E+03;17;2
B0_457;44;0;4;3767;0;0;48;48;129181;4079;12045897;3,98E+04;3,98E+04;48;4
B0_458;79;2;7;5863;0;0;83;83;127368;6173;12059091;6,88E+05;6,88E+05;83;4
B0_459;23;1;10;1783;0;0;27;26;18427;2095;12069934;2,24E+05;2,15E+05;27;4
B0_460;42;0;3;4895;0;0;46;45;39544;5241;12072507;3,81E+05;3,73E+05;46;4
B0_461;12;2;6;1258;0;0;16;17;1862;1542;NA;NA;NA;16;4
B0_462;12;0;3;1189;0;0;14;13;8559;1327;NA;NA;NA;14;2
B0_463;16;1;4;1739;0;0;20;20;12620;2059;12078068;1,66E+05;1,66E+05;20;4
B0_464;16;0;5;1927;0;0;20;20;8052;2219;NA;NA;NA;20;4
B0_465;10;0;5;1186;0;0;14;15;1900;1476;12084293;1,16E+05;1,24E+05;14;4
B0_466;6;1;4;728;0;0;8;17;1180;888;12111366;6,61E+04;1,40E+05;8;2
B0_467;32;5;9;2595;0;0;36;34;15941;2881;12168318;2,96E+05;2,79E+05;36;4
B0_468;12;0;5;1327;0;0;16;17;14050;1615;12168965;1,31E+05;1,40E+05;16;4
B0_469;53;13;11;6257;0;0;61;64;30118;6891;12234128;4,99E+04;5,23E+05;61;8
B0_470;15;4;11;1248;0;0;19;20;1662;1568;NA;NA;NA;19;4
B0_471;38;33;1;6419;0;0;48;47;29141;7171;12242527;3,92E+05;3,84E+05;48;10
B0_472;15;2;5;1944;0;0;21;21;2698;2416;12245698;1,71E+05;1,71E+05;21;6
B0_473;15;2;5;1944;0;0;21;21;2698;2416;12245698;1,71E+05;1,71E+05;21;6
B0_474;3;0;1;466;0;0;5;6;668;640;12246368;4,08E+03;4,90E+04;5;2
B0_475;16;1;6;1607;0;0;22;18;1690;2055;12259803;1,79E+05;1,47E+05;22;6
B0_476;16;1;6;1607;0;0;22;18;1690;2055;12259803;1,79E+05;1,47E+05;22;6
B0_477;70;21;7;9463;0;0;80;80;133235;10217;12260369;6,53E+04;6,53E+04;80;10
B0_478;34;2;5;5325;0;0;40;44;86136;5785;12263370;3,26E+04;3,59E+05;40;6
B0_479;28;16;12;3227;0;0;32;31;12120;3507;12277845;2,61E+05;2,52E+05;32;4
B0_480;71;67;7;7582;0;0;79;73;82537;8282;12279344;6,43E+05;5,94E+05;79;8
B0_481;326;317;3;26631;0;0;330;442;947971;26931;12280858;2,69E+06;3,60E+06;330;4
B0_482;25;19;4;3946;0;0;35;29;16408;4746;12284491;2,85E+05;2,36E+05;35;10
B0_483;16;6;8;2279;0;0;22;22;2562;2729;12298831;1,79E+05;1,79E+05;22;6
B0_484;6;2;3;380;0;0;8;7;571;532;NA;NA;NA;8;2
B0_485;55;43;7;10205;0;0;69;56;38894;11305;12320021;5,60E+04;4,55E+05;69;14
B0_486;29;12;6;3325;0;0;33;32;29835;3635;12327606;2,68E+05;2,60E+03;33;4
B0_487;14;7;5;1060;0;0;16;18;5214;1234;NA;NA;NA;16;2
B0_488;9;0;3;1165;0;0;15;16;1673;1673;12349360;1,21E+05;1,30E+05;15;6
B0_489;9;0;3;1165;0;0;15;16;1673;1673;12349360;1,21E+05;1,30E+05;15;6
B0_490;27;0;2;3458;0;0;29;27;55407;3622;12349636;2,35E+05;2,19E+05;29;2
B0_491;7;0;3;734;0;0;11;12;7145;1060;12351260;8,91E+04;9,72E+04;11;4
B0_492;34;25;9;3787;0;0;42;42;33677;4365;NA;NA;NA;42;8
B0_493;34;25;9;3787;0;0;42;42;33677;4365;NA;NA;NA;42;8
B0_494;11;3;4;1346;0;0;15;16;1725;1670;12366565;1,21E+05;1,29E+05;15;4
B0_495;30;5;8;1924;0;0;32;6;612;2076;NA;NA;NA;32;2
B0_496;16;0;3;1879;0;0;22;20;8768;2307;12522757;1,76E+05;1,60E+05;22;6
B0_497;31;5;6;2293;0;0;33;24;17664;2459;12603193;2,62E+05;1,90E+04;33;2
B0_498;55;47;6;7049;0;0;65;64;110342;7819;12603686;5,16E+04;5,08E+05;65;10
B0_499;33;6;5;3533;0;0;37;35;46688;3859;12606822;2,93E+05;2,78E+05;37;4
B0_500;33;3;6;2457;0;0;35;36;68869;2617;12611199;2,78E+05;2,85E+05;35;2
B0_501;28;13;13;2773;0;0;32;32;6566;3037;12668187;2,53E+05;2,53E+05;32;4
B0_502;27;18;4;3101;0;0;31;30;13795;3405;12687004;2,44E+05;2,36E+05;31;4
B0_503;5;1;3;338;0;0;11;11;1159;814;NA;NA;NA;11;6
B0_504;27;0;3;2743;0;0;33;33;43878;3181;12688010;2,60E+05;2,60E+05;33;6
B0_505;4;1;4;296;0;0;10;14;1470;768;NA;NA;NA;10;6
B0_506;22;18;1;3331;0;0;28;27;62295;3739;12699765;2,20E+05;2,13E+05;28;6
B0_507;38;2;5;4607;0;0;42;35;58676;4945;12723000;3,30E+05;2,75E+05;42;4
B0_508;17;6;10;1457;0;0;21;20;2112;1781;12737521;1,65E+05;1,57E+05;21;4
B0_509;40;35;2;4590;0;0;46;54;84636;5046;12740473;3,61E+05;4,24E+05;46;6
B0_510;15;4;4;1540;0;0;19;21;25529;1844;NA;NA;NA;19;4
B0_511;9;2;5;894;0;0;17;18;2216;1506;NA;NA;NA;17;8
B0_512;28;20;1;4422;0;0;36;34;44454;4982;NA;NA;NA;36;8
B0_513;59;43;15;7723;0;0;67;60;37516;8331;12825387;5,22E+05;4,68E+05;67;8
B0_514;10;4;4;944;0;0;14;15;3869;1252;12831422;1,09E+05;1,17E+05;14;4
B0_515;20;7;7;2508;0;0;24;22;4861;2820;12836097;1,87E+05;1,71E+05;24;4
B0_516;17;2;2;1684;0;0;21;22;14589;2012;12837040;1,64E+05;1,71E+05;21;4
B0_517;19;8;10;1764;0;0;23;24;2364;2120;12845713;1,79E+05;1,87E+05;23;4
B0_518;5;0;3;334;0;0;7;6;412;474;NA;NA;NA;7;2
B0_519;16;1;2;2074;0;0;22;27;10646;2540;12849475;1,71E+05;2,10E+05;22;6
B0_520;56;4;8;4551;0;0;60;59;67881;4843;12853907;4,67E+05;4,59E+05;60;4
B0_521;22;4;12;1960;0;0;28;23;2807;2420;12900934;2,17E+05;1,78E+05;28;6
B0_522;37;3;5;3050;0;0;43;44;65986;3492;12908288;3,33E+05;3,41E+05;43;6
B0_523;24;13;8;2750;0;0;30;32;9290;3190;12920938;2,32E+04;2,48E+05;30;6
B0_524;32;16;6;4464;0;0;40;39;39561;5064;12922596;3,10E+04;3,02E+05;40;8
B0_525;44;11;7;6306;0;0;50;38;22528;6780;13073486;3,82E+05;2,91E+05;50;6
B0_526;54;3;5;5078;0;0;60;61;68512;5512;13223841;4,54E+05;4,61E+05;60;6
B0_527;71;9;13;7856;0;0;77;68;82332;8384;13321243;5,78E+05;5,10E+05;77;6
B0_528;76;3;7;5283;0;0;78;100;268442;5451;13325945;5,85E+05;7,50E+05;78;2
B0_529;15;2;6;1692;0;0;19;18;1627;2012;13335225;1,42E+04;1,35E+05;19;4
B0_530;29;21;7;3997;0;0;35;30;16884;4425;NA;NA;NA;35;6
B0_531;70;2;6;5398;0;0;74;68;137144;5740;13645244;5,42E+05;4,98E+05;74;4
B0_532;20;3;10;1236;0;0;22;10;648;1384;NA;NA;NA;22;2
B0_533;39;0;2;3223;0;0;43;41;42120;3597;13727944;3,13E+05;2,99E+05;43;4
B0_534;47;0;5;4544;0;0;55;57;53238;5134;13728486;4,01E+04;4,15E+05;55;8
B0_535;31;0;5;2335;0;0;33;37;35231;2493;13729970;2,40E+05;2,69E+05;33;2
B0_536;35;30;2;4047;0;0;41;53;54041;4497;13730568;2,99E+05;3,86E+05;41;6
B0_537;7;0;2;995;0;0;11;12;1507;1287;NA;NA;NA;11;4
B0_538;30;2;9;2510;0;0;34;34;34105;2810;NA;NA;NA;34;4
B0_539;4;0;3;268;0;0;6;6;482;416;NA;NA;NA;6;2
B0_540;62;4;3;7415;0;0;68;72;93298;7975;13752057;4,94E+05;5,24E+05;68;6
B0_541;46;22;8;5308;0;0;54;51;40052;5902;13755163;3,93E+05;3,71E+05;54;8
B0_542;44;2;7;3516;0;0;48;36;33488;3808;13905932;3,45E+05;2,59E+05;48;4
B0_543;19;5;9;1390;0;0;21;25;3890;1540;NA;NA;NA;21;2
B0_544;10;0;3;1239;0;0;12;10;8061;1397;13916041;8,62E+04;7,19E+04;12;2
B0_545;19;0;4;1878;0;0;25;23;18769;2358;13916758;1,80E+05;1,65E+05;25;6
B0_546;42;7;12;3944;0;0;48;40;23329;4404;NA;NA;NA;48;6
B0_547;32;20;13;3967;0;0;38;44;23969;4429;13992382;2,72E+05;3,14E+04;38;6
B0_548;8;8;4;456;0;0;16;20;1961;1040;NA;NA;NA;16;8
B0_549;0;0;0;0;0;0;6;7;670;434;NA;NA;NA;6;6
B0_550;6;0;1;672;0;0;8;8;1381;834;14044494;5,70E+04;5,70E+04;8;2
B0_551;1;0;1;66;0;0;5;8;772;354;NA;NA;NA;5;4
B0_552;8;4;1;1325;0;0;12;12;2833;1637;14045457;8,54E+04;8,54E+04;12;4
B0_553;23;15;9;2479;0;0;27;24;6085;2743;14182739;1,90E+05;1,69E+05;27;4
B0_554;17;15;4;1146;0;0;17;5;416;1146;NA;NA;NA;17;0
B0_555;12;0;3;1351;0;0;16;15;9692;1641;14347950;1,12E+05;1,05E+05;16;4
B0_556;15;4;3;2232;0;0;19;22;3283;2532;14355768;1,32E+05;1,53E+05;19;4
B0_557;53;21;8;7834;0;0;61;53;22947;8472;14506667;4,20E+05;3,65E+05;61;8
B0_558;14;3;4;2108;0;0;18;22;3406;2388;14657054;1,23E+05;1,50E+04;18;4
B0_559;51;6;5;3932;0;0;55;48;87340;4252;14727797;3,73E+05;3,26E+05;55;4
B0_560;31;23;3;3605;0;0;39;41;34388;4183;NA;NA;NA;39;8
B0_561;30;3;6;2624;0;0;34;33;30904;2904;NA;NA;NA;34;4
B0_562;24;0;9;2112;0;0;28;29;16019;2404;14750745;1,90E+05;1,97E+05;28;4
B0_563;28;5;8;2324;0;0;30;33;24662;2482;14760443;2,03E+05;2,24E+05;30;2
B0_564;10;0;4;926;0;0;14;13;1788;1266;14761053;9,48E+04;8,81E+04;14;4
B0_565;25;0;4;2115;0;0;29;30;17150;2479;NA;NA;NA;29;4
B0_566;47;10;6;4576;0;0;55;52;49426;5282;14769880;3,72E+05;3,52E+05;55;8
B0_567;47;10;6;4576;0;0;55;52;49426;5282;14769880;3,72E+05;3,52E+05;55;8
B0_568;11;3;4;1232;0;0;15;16;9806;1530;14770467;1,02E+05;1,08E+05;15;4
B0_569;12;0;2;2259;0;0;16;12;5165;2559;14770983;1,08E+05;8,12E+04;16;4
B0_570;19;0;3;2042;0;0;27;27;4760;2622;14772649;1,83E+04;1,83E+04;27;8
B0_571;3;0;2;214;0;0;5;7;587;364;NA;NA;NA;5;2
B0_572;11;7;3;1668;0;0;19;19;5753;2312;14777299;1,29E+05;1,29E+05;19;8
B0_573;44;40;6;6945;0;0;56;51;26115;7849;14777299;3,79E+05;3,45E+05;56;12
B0_574;61;51;6;6027;0;0;69;76;124751;6601;14780804;4,67E+05;5,14E+05;69;8
B0_575;29;14;15;2767;0;0;33;27;3550;3073;NA;NA;NA;33;4
B0_576;26;12;10;3878;0;0;30;33;8839;4198;NA;NA;NA;30;4
B0_577;18;7;9;1586;0;0;22;17;1735;1898;NA;NA;NA;22;4
B0_578;32;26;3;4195;0;0;38;45;45691;4623;NA;NA;NA;38;6
B0_579;10;3;4;600;0;0;12;6;415;736;NA;NA;NA;12;2
B0_580;9;0;2;1030;0;0;11;9;2788;1176;NA;NA;NA;11;2
B0_581;7;0;2;729;0;0;9;10;2045;871;15045797;5,98E+03;6,65E+04;9;2
B0_582;13;0;2;2065;0;0;17;16;7280;2349;15046267;1,13E+05;1,06E+05;17;4
B0_583;31;7;6;3925;0;0;39;35;21489;4535;15047760;2,59E+05;2,33E+05;39;8
B0_584;13;1;5;1099;0;0;15;17;15476;1243;15049334;9,97E+04;1,13E+05;15;2
B0_585;3;0;1;198;0;0;3;3;186;198;NA;NA;NA;3;0
B0_586;21;0;5;2292;0;0;23;24;16147;2450;15116517;1,52E+04;1,59E+05;23;2
B0_587;2;1;2;156;0;0;12;14;1077;886;NA;NA;NA;12;10
B0_588;1;0;1;74;0;0;3;5;449;216;NA;NA;NA;3;2
B0_589;17;9;2;3124;0;0;23;21;9563;3564;NA;NA;NA;23;6
B0_590;48;41;9;6057;0;0;56;54;15706;6657;15180180;3,69E+04;3,56E+04;56;8
B0_591;84;32;4;7350;0;0;90;110;143113;7830;15183211;5,93E+05;7,24E+04;90;6
B0_592;48;9;12;3796;0;0;52;51;37621;4118;15224618;3,42E+05;3,35E+05;52;4
