URL;URL_LENGTH;NUMBER_SPECIAL_CHARACTERS;CHARSET;SERVER;CACHE_CONTROL;CONTENT_LENGTH;WHOIS_COUNTRY;WHOIS_STATEPROV;WHOIS_REGDATE;UPDATE_DATE;WHITIN_DOMAIN;TCP_CONVERSATION_EXCHANGE;DIST_REMOTE_TCP_PORT;REMOTE_IPS;APP_BYTES;UDP_PACKETS;TCP_URG_PACKETS;SOURCE_APP_PACKETS;REMOTE_APP_PACKETS;SOURCE_APP_BYTES;REMOTE_APP_BYTES;DURATION;AVG_LOCAL_PKT_RATE;AVG_REMOTE_PKT_RATE;APP_PACKETS;DNS_QUERY_TIMES;TIPO
B0_1207;34;8;UTF-8;NGINX;NO-CACHE, NO-STORE;NA;US;CALIFORNIA;21/02/1995 0:00;19/02/2017 0:00;MAHALO.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1208;98;19;US-ASCII;MICROSOFT-HTTPAPI;NA;324;US;UT;5/02/1999 0:00;16/06/2014 0:00;GENEALOGY.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1209;27;8;UTF-8;NGINX;NA;NA;US;WA;11/11/2015 0:00;13/03/2017 0:00;FUCK-TOONS.NET;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1210;39;8;UTF-8;APACHE;MAX-AGE=2592000;3063;TR;NA;14/09/2000 8:47;15/09/2016 21:37;FREEDICTIONARY.ORG;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1211;60;11;ISO-8859-1;NA;MAX-AGE=0;1973;NA;NA;NA;NA;USGS.GOV;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1212;62;12;ISO-8859-1;APACHE;MAX-AGE=93532;20986;US;NY;30/12/2002 0:00;9/04/2014 0:00;METROLYRICS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1213;44;9;UTF-8;MW2242.CODFW.WMNET;PRIVATE, S-MAXAGE=0, MAX-AGE=0, MUST-REVALIDATE;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;WIKIPEDIA.ORG;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1214;56;9;UTF-8;APACHE;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;965;CA;QC;8/12/1997 0:00;18/10/2015 0:00;CANADIENS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1215;137;25;ISO-8859-1;APACHE;NA;345;US;ARIZONA;28/01/2004 0:00;8/12/2016 0:00;PROESSAY.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1216;47;9;ISO-8859-1;NA;NA;NA;CA;ON;31/12/1999 0:00;17/12/2016 0:00;BOLLYWOODSTARS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1217;49;10;UTF-8;APACHE;PRIVATE, MUST-REVALIDATE, MAX-AGE=0;19361;CH;ZH;19/02/1997 0:00;15/12/2015 0:00;ASTRO.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1219;37;10;UTF-8;APACHE;S-MAXAGE=2678400, MUST-REVALIDATE, MAX-AGE=0;14109;US;CALIFORNIA;22/02/2006 0:00;22/01/2017 0:00;WIKINVEST.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_122;87;13;UTF-8;MW2180.CODFW.WMNET;PRIVATE, S-MAXAGE=0, MAX-AGE=0, MUST-REVALIDATE;15187;US;CA;13/01/2001 0:12;12/12/2015 10:16;WIKIPEDIA.ORG;26;22;1;4523;0;0;32;34;26400;4979;3192830;NA;NA;32;6;BENIGNA
B0_1220;46;9;UTF-8;NGINX;NO-CACHE;NA;NA;NA;NA;NA;BOOKCOUNCIL.ORG.NZ;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1221;46;9;ISO-8859-1;MICROSOFT-IIS;NA;11;US;WA;13/09/2000 0:00;29/08/2016 0:00;ABSOLUTEASTRONOMY.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1222;32;8;UTF-8;SERVER;NA;NA;US;WA;5/01/1996 0:00;5/05/2016 0:00;IMDB.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1223;79;9;UTF-8;NA;MAX-AGE=0, NO-CACHE, NO-STORE;53420;US;NJ;26/05/1994 0:00;21/05/2016 0:00;WSJ.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1224;38;8;UTF-8;NGINX;MAX-AGE=0, NO-CACHE, NO-STORE;39740;UK;UK;2002-03-20T23:59:59.0Z;2017-03-07T22:02:38.0Z;LAST.FM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1227;56;10;ISO-8859-1;NA;PRIVATE, NO-CACHE, NO-STORE, MUST-REVALIDATE;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;FACEBOOK.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1228;40;9;UTF-8;CLOUDFLARE-NGINX;PUBLIC, MAX-AGE=7200;NA;US;CO;28/09/1996 0:00;26/09/2016 0:00;SONGLYRICS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1229;73;15;ISO-8859-1;NGINX;NA;484;US;ARIZONA;15/12/2007 0:00;3/04/2016 0:00;CESARICA.NET;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_123;46;11;UTF-8;MW2255.CODFW.WMNET;PRIVATE, S-MAXAGE=0, MAX-AGE=0, MUST-REVALIDATE;4698;US;CA;13/01/2001 0:12;12/12/2015 10:16;WIKIPEDIA.ORG;46;42;2;6883;0;0;54;54;38056;7491;3200111;NA;NA;54;8;BENIGNA
B0_1230;44;9;UTF-8;NGINX;NA;NA;US;NY;16/09/1996 4:00;5/04/2017 13:36;POETS.ORG;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1231;61;12;UTF-8;APACHE;MAX-AGE=28;39198;NA;NA;16/10/2000 0:00;25/10/2016 0:00;CBC.CA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1232;45;10;ISO-8859-1;MICROSOFT-IIS;NA;1245;US;CT;13/05/1998 0:00;17/06/2016 0:00;HOCKEY1.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1233;59;10;UTF-8;APACHE;NO-CACHE, NO-STORE;19404;US;IL;14/06/1995 0:00;17/05/2016 0:00;BRITANNICA.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1234;39;8;UTF-8;YOUTUBEFRONTEND;NO-CACHE;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;YOUTUBE.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1235;68;13;UTF-8;NGINX;MAX-AGE=345600;13340;CA;ONTARIO;18/01/2008 0:00;5/01/2017 0:00;CLOSINGLOGOS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1236;42;10;UTF-8;NGINX;NA;NA;US;ARIZONA;30/11/2006 0:00;17/04/2015 0:00;LYRICSMODE.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1238;45;9;ISO-8859-1;CLOUDFLARE-NGINX;NA;NA;US;ARIZONA;9/08/2009 0:00;17/06/2016 0:00;GEOCITIES.WS;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1239;33;6;ISO-8859-1;APACHE;NA;NA;JP;FUKUOKA;8/08/2013 0:00;26/07/2016 0:00;WARNERRECORDSCONTACT.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_124;46;9;ISO-8859-1;APACHE;NO-CACHE;2393;US;NY;18/01/1994 0:00;21/10/2016 0:00;NYTIMES.COM;29;14;4;3416;0;0;35;35;17574;3858;3205334;NA;NA;35;6;BENIGNA
B0_1240;73;13;ISO-8859-1;APACHE;NA;NA;US;UT;16/05/1995 0:00;21/10/2016 0:00;ANCESTRY.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1241;31;8;UTF-8;APACHE;PRIVATE, MUST-REVALIDATE, S-MAXAGE=0, MAX-AGE=0;65815;US;MO;20/05/1996 0:00;24/10/2016 0:00;ANSWERS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1243;49;11;ISO-8859-1;NA;NA;1819;US;CA;2/11/2002 0:00;2/02/2017 0:00;LINKEDIN.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1244;40;8;ISO-8859-1;CLOUDFLARE-NGINX;NA;NA;ES;ALICANTE;5/06/2006 0:00;24/03/2017 0:00;4TUBE.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1245;47;8;UTF-8;NGINX;NA;7790;US;WASHINGTON;28/08/1998 0:00;13/12/2016 0:00;SEATTLEHOME.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1246;70;14;ISO-8859-1;APACHE;PUBLIC, MAX-AGE=300;8742;US;IL;12/12/1990 0:00;8/06/2015 0:00;LATIMES.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1247;53;8;UTF-8;NA;NA;11158;US;PA;7/08/1995 0:00;27/03/2014 0:00;FANDANGO.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1248;67;9;ISO-8859-1;APACHE;MAX-AGE=600;4440;US;ARIZONA;16/09/2004 0:00;28/10/2016 0:00;BESTSHOWTICKETSLASVEGAS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1249;57;11;UTF-8;APACHE;MAX-AGE=0, NO-CACHE, NO-STORE;5796;US;ARIZONA;14/02/2000 0:00;14/02/2016 0:00;MP3RAID.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_125;39;6;UTF-8;NA;NO-CACHE;NA;US;CA;22/02/1996 0:00;16/01/2015 0:00;MYSPACE.COM;30;26;1;3521;0;0;36;37;33021;3947;NA;NA;NA;36;6;BENIGNA
B0_1251;104;17;ISO-8859-1;VARNISH;NA;9;US;DC;7/11/2003 0:00;3/11/2016 0:00;ATHLETICSNATION.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1252;39;8;UTF-8;YOUTUBEFRONTEND;NO-CACHE;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;YOUTUBE.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1253;95;19;UTF-8;NGINX;NO-CACHE, MUST-REVALIDATE, MAX-AGE=60;NA;US;CA;3/03/2000 0:00;12/01/2017 0:00;WORDPRESS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1254;68;13;ISO-8859-1;APACHE;PRIVATE;NA;US;NY;18/01/1994 0:00;21/10/2016 0:00;NYTIMES.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1255;62;12;UTF-8;MW2171.CODFW.WMNET;PRIVATE, S-MAXAGE=0, MAX-AGE=0, MUST-REVALIDATE;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;WIKIPEDIA.ORG;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1256;58;10;US-ASCII;MICROSOFT-HTTPAPI;NA;324;US;UT;5/02/1999 0:00;16/06/2014 0:00;GENEALOGY.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1257;42;8;UTF-8;APACHE;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;7289;CA;ON;14/04/1999 0:00;8/08/2015 0:00;LIZBELLAGENCY.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1259;48;9;UTF-8;APACHE;NO-STORE, NO-CACHE, MUST-REVALIDATE;16333;US;GA;5/05/2004 0:00;20/04/2016 0:00;PAPERBACKSWAP.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_126;24;6;ISO-8859-1;NA;NA;34;US;VA;5/03/1996 5:00;27/05/2016 14:46;INNSOFCOURT.ORG;65;3;5;6286;0;0;69;75;90508;6596;3211991;NA;NA;69;4;BENIGNA
B0_1260;42;8;UTF-8;APACHE;NO-CACHE, MUST-REVALIDATE, MAX-AGE=0;4974;CA;QUEBEC;27/05/2008 0:00;27/05/2015 0:00;JPLAFORTUNE.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1261;86;15;UTF-8;GSE;NO-CACHE, NO-STORE;NA;US;CA;31/07/2000 0:00;29/06/2016 0:00;BLOGSPOT.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1262;45;7;ISO-8859-1;APACHE;PRIVATE;185;US;MA;29/07/2007 0:00;9/07/2016 0:00;ENCYCLOPEDIAEGYPT.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1263;96;18;UTF-8;NGINX;NA;55367;US;VA;10/05/1996 0:00;9/04/2017 0:00;KFFL.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1264;53;10;UTF-8;NGINX;NA;NA;CA;QUEBEC;21/05/1997 0:00;26/07/2016 0:00;COMICBOOKRESOURCES.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1266;42;10;UTF-8;CLOUDFLARE-NGINX;NA;NA;US;ARIZONA;10/11/2009 0:00;21/04/2015 0:00;MP3BEAR.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1267;64;11;UTF-8;NGINX;NA;9418;UK;NA;3/06/1993 0:00;2/11/2016 0:00;REUTERS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1268;42;9;UTF-8;MW2225.CODFW.WMNET;PRIVATE, S-MAXAGE=0, MAX-AGE=0, MUST-REVALIDATE;4691;US;CA;13/01/2001 0:12;12/12/2015 10:16;WIKIPEDIA.ORG;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1269;59;11;ISO-8859-1;NGINX;NA;162;US;VIRGINIA;23/03/1998 0:00;29/05/2015 0:00;HISTORYNET.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_127;38;9;UTF-8;APACHE;PRIVATE, MUST-REVALIDATE, S-MAXAGE=0, MAX-AGE=0;68067;US;MO;20/05/1996 0:00;24/10/2016 0:00;ANSWERS.COM;19;0;3;1851;0;0;23;23;15551;2143;3249348;NA;NA;23;4;BENIGNA
B0_1270;46;10;UTF-8;PAGELY GATEWAY;NO-CACHE, MUST-REVALIDATE, MAX-AGE=0;NA;US;MINNESOTA;8/08/2001 0:00;9/11/2015 0:00;REELZ.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1271;69;11;UTF-8;ATS;NA;NA;US;CA;18/01/1995 0:00;26/08/2015 0:00;YAHOO.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1272;45;7;UTF-8;APACHE;NA;4764;US;ARIZONA;15/07/2009 0:00;20/04/2015 0:00;FULLNAMEDIRECTORY.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1273;69;11;UTF-8;NGINX;NA;12564;UK;NA;3/06/1993 0:00;2/11/2016 0:00;REUTERS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1274;58;11;US-ASCII;MICROSOFT-HTTPAPI;NA;324;AU;NA;22/07/2008 0:00;22/07/2016 0:00;ALLSTARPICS.NET;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1275;72;12;UTF-8;NA;NO-CACHE;NA;KR;NA;6/09/1997 0:00;11/01/2016 0:00;ECPLAZA.NET;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1276;56;12;UTF-8;APACHE;NA;3042;US;CA;20/10/1998 0:00;4/12/2013 0:00;ASK.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1277;36;7;ISO-8859-1;NGINX;NA;NA;US;KANSAS;9/05/1998 0:00;10/05/2016 0:00;KCCHRISTIAN.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1278;60;10;UTF-8;CLOUDFLARE-NGINX;PUBLIC, MAX-AGE=1200;NA;US;CA;4/11/1998 0:00;2/10/2016 0:00;RIVALS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1279;39;7;UTF-8;APACHE;MAX-AGE=0;12985;US;CO;17/02/2006 0:00;19/08/2015 0:00;PEDIAVIEW.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_128;32;9;UTF-8;KHL;PUBLIC,MAX-AGE=60;420762;NA;NA;10/05/2006 20:00;NA;KHL.RU;17;5;8;1314;0;0;19;26;1881;1452;3258932;NA;NA;19;2;BENIGNA
B0_1280;102;12;UTF-8;NGINX;NA;NA;US;CA;14/12/1995 5:00;6/12/2016 21:52;ARCHIVE.ORG;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1281;106;18;UTF-8;NA;PRIVATE, MAX-AGE=900;65670;US;IL;19/12/1995 0:00;8/06/2015 0:00;POST-TRIB.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1282;72;12;US-ASCII;MICROSOFT-HTTPAPI;NA;1853;US;NY;31/10/1997 0:00;30/10/2016 0:00;BUTLERSPORTS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1283;41;8;UTF-8;NGINX;NA;NA;US;OREGON;30/08/2000 0:00;16/08/2016 0:00;DISCOGS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1285;39;8;UTF-8;NGINX;NA;NA;US;OREGON;30/08/2000 0:00;16/08/2016 0:00;DISCOGS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1286;47;9;US-ASCII;MICROSOFT-HTTPAPI;NA;324;US;UT;5/02/1999 0:00;16/06/2014 0:00;GENEALOGY.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1287;29;6;UTF-8;APACHE;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;8654;JP;OSAKA;4/02/2017 0:00;4/02/2017 0:00;NEWYORKGAYTRAVEL.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1288;33;6;UTF-8;APACHE;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;19890;CA;BC;20/04/2000 0:00;25/04/2017 0:00;VANCOUVERACTORSGUIDE.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1289;38;10;UTF-8;APACHE;MAX-AGE=60;40299;UK;NA;18/04/1995 0:00;14/11/2016 0:00;GOAL.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_129;80;12;UTF-8;GSE;PRIVATE, MAX-AGE=0;38149;US;CA;31/07/2000 0:00;29/06/2016 0:00;BLOGSPOT.COM;41;0;5;3333;0;0;45;43;42229;3715;3397914;NA;NA;45;4;BENIGNA
B0_1290;61;11;US-ASCII;CLOUDFLARE-NGINX;NA;NA;US;FL;21/05/1995 0:00;22/02/2017 0:00;ARTNET.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1291;63;12;UTF-8;APACHE;NA;NA;US;ARIZONA;19/10/2006 0:00;20/10/2016 0:00;TRINIGOURMET.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1292;103;17;UTF-8;APACHE;STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;NA;BE;NA;16/01/2001 0:00;7/04/2017 0:00;BARTINTL.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1293;52;10;UTF-8;APACHE;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;NA;US;CA;14/04/1998 0:00;14/04/2017 0:00;GOTICKETS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1294;47;8;ISO-8859-1;APACHE;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;7362;PA;PANAMA;4/10/2003 0:00;8/12/2014 0:00;LOTSOFESSAYS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1295;47;9;UTF-8;SERVER;NA;NA;US;WA;2/10/2007 0:00;31/08/2016 0:00;SOUNDUNWOUND.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1296;41;8;UTF-8;APACHE;PRIVATE, MUST-REVALIDATE, S-MAXAGE=0, MAX-AGE=0;65473;US;MO;20/05/1996 0:00;24/10/2016 0:00;ANSWERS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1297;60;11;ISO-8859-1;APACHE;NA;243;US;UT;16/05/1995 0:00;21/10/2016 0:00;ANCESTRY.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1299;35;8;UTF-8;NGINX;NO-CACHE, NO-STORE;NA;US;CALIFORNIA;21/02/1995 0:00;19/02/2017 0:00;MAHALO.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_130;70;12;ISO-8859-1;APACHE;NA;NA;NA;NA;3/06/1998 0:00;2/06/2016 0:00;GREATBUILDINGS.COM;9;0;4;916;0;0;13;15;2074;1216;3398412;NA;NA;13;4;BENIGNA
B0_1300;39;8;UTF-8;GSE;NO-CACHE, NO-STORE, MAX-AGE=0, MUST-REVALIDATE;9352;US;CA;31/07/2000 0:00;29/06/2016 0:00;BLOGSPOT.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1301;54;8;ISO-8859-1;MICROSOFT-IIS;NA;11;US;WA;13/09/2000 0:00;29/08/2016 0:00;ABSOLUTEASTRONOMY.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1302;108;21;ISO-8859-1;NGINX;NA;162;US;CA;28/02/1994 5:00;16/01/2017 17:49;KQED.ORG;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1303;42;8;UTF-8;NGINX;MAX-AGE=0, PRIVATE, MUST-REVALIDATE;NA;US;CA;9/12/1996 0:00;9/10/2015 0:00;SPOKE.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1304;52;10;ISO-8859-1;SQUID;NA;3529;US;CA;2/06/1994 0:00;6/01/2017 0:00;ALLMUSIC.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1305;47;10;US-ASCII;MICROSOFT-HTTPAPI;NA;324;US;NEBRASKA;24/04/2007 0:00;25/04/2017 0:00;HISTOPOLIS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1306;36;6;ISO-8859-1;NGINX;NA;1108;US;CA;5/10/2006 0:00;4/03/2017 0:00;KERNCOUNTYKENNELCLUBINC.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1307;52;12;UTF-8;NA;MAX-AGE=300;NA;US;CA;9/01/1998 0:00;4/01/2017 0:00;GO.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1308;25;7;UTF-8;NGINX;MUST-REVALIDATE;NA;US;NY;23/03/1995 0:00;3/03/2017 0:00;WN.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1309;67;10;UTF-8;LITESPEED;NA;NA;US;FL;27/07/2003 0:00;21/05/2014 0:00;PRIVATESCHOOLREVIEW.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_131;48;9;ISO-8859-1;NA;NA;1819;US;CA;2/11/2002 0:00;2/02/2017 0:00;LINKEDIN.COM;33;27;2;6235;0;0;41;40;16697;6835;3398818;NA;NA;41;8;BENIGNA
B0_1310;47;11;UTF-8;CLOUDFLARE-NGINX;PRIVATE, PROXY-REVALIDATE, S-MAXAGE=0;NA;US;AL;15/12/2010 0:00;27/10/2016 0:00;IWANNAWATCH.NET;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1311;40;9;ISO-8859-1;APACHE;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;NA;AU;QUEENSLAND;22/03/2006 0:00;22/03/2017 0:00;FAMOUSWHY.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1313;72;12;ISO-8859-1;APACHE;NA;NA;US;UT;16/05/1995 0:00;21/10/2016 0:00;ANCESTRY.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1314;46;8;ISO-8859-1;NA;NA;21;US;VA;13/09/1996 4:00;16/07/2016 7:42;REFORMATION.ORG;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1315;54;11;UTF-8;ATS;MAX-AGE=0, PRIVATE;NA;US;CA;18/01/1995 0:00;26/08/2015 0:00;YAHOO.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1316;37;8;US-ASCII;MICROSOFT-HTTPAPI;NA;324;US;NORTH CAROLINA;5/06/2000 0:00;6/07/2015 0:00;NCROOTS.COM;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1317;56;10;US-ASCII;MICROSOFT-HTTPAPI;NA;324;US;CO;16/12/1993 5:00;9/09/2015 20:47;GEOSOCIETY.ORG;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_1318;45;8;US-ASCII;MICROSOFT-HTTPAPI;NA;324;NA;NA;27/09/2000 0:00;10/10/2016 0:00;PIONEER.CA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;BENIGNA
B0_132;73;13;ISO-8859-1;APACHE;NA;NA;US;UT;16/05/1995 0:00;21/10/2016 0:00;ANCESTRY.COM;27;12;5;3149;0;0;33;34;37964;3647;3401576;NA;NA;33;6;BENIGNA
