URL;URL_LENGTH;SERVER;DURATION;TIPO
B0_1378;41;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_1425;41;NGINX;NA;BENIGNA
B0_192;41;MW2231.CODFW.WMNET;NA;BENIGNA
B0_2019;41;MW2165.CODFW.WMNET;NA;BENIGNA
B0_2135;41;APACHE;NA;BENIGNA
B0_2299;41;APACHE;NA;BENIGNA
B0_238;41;OPENRESTY;6038497;BENIGNA
B0_26;41;APACHE;1056098;BENIGNA
B0_275;41;MW2109.CODFW.WMNET;7120933;BENIGNA
B0_30;41;APACHE;1148186;BENIGNA
B0_364;41;MICROSOFT-IIS;NA;BENIGNA
B0_373;41;APACHE;9330623;BENIGNA
B0_390;41;APACHE;9641875;BENIGNA
B0_427;41;APACHE;NA;BENIGNA
B0_434;41;SERVER;NA;BENIGNA
B0_713;41;NGINX;NA;BENIGNA
B0_731;41;NGINX;NA;BENIGNA
B0_758;41;APACHE;19807960;BENIGNA
B0_829;41;APACHE-COYOTE;NA;BENIGNA
B0_855;41;APACHE;NA;BENIGNA
B0_910;41;NGINX;NA;BENIGNA
M0_128;42;NGINX;NA;MALIGNA
M0_154;42;NGINX;994460;MALIGNA
M0_155;42;NGINX;1010229;MALIGNA
M0_40;42;NGINX;4294948178;MALIGNA
M0_47;42;APACHE;4294960477;MALIGNA
M0_48;42;APACHE;4294962115;MALIGNA
M0_50;42;APACHE;4294965376;MALIGNA
M0_53;42;APACHE;2896;MALIGNA
M1_3;42;APACHE;3352086;MALIGNA
B0_104;42;APACHE;3111614;BENIGNA
B0_1131;42;APACHE;NA;BENIGNA
B0_1139;42;NGINX;NA;BENIGNA
B0_1236;42;NGINX;NA;BENIGNA
B0_1257;42;APACHE;NA;BENIGNA
B0_1260;42;APACHE;NA;BENIGNA
B0_1266;42;CLOUDFLARE-NGINX;NA;BENIGNA
B0_1268;42;MW2225.CODFW.WMNET;NA;BENIGNA
B0_1303;42;NGINX;NA;BENIGNA
B0_1351;42;NGINX;NA;BENIGNA
B0_1375;42;NONE;NA;BENIGNA
B0_1422;42;NGINX;NA;BENIGNA
B0_146;42;APACHE;NA;BENIGNA
B0_2112;42;APACHE-COYOTE;NA;BENIGNA
B0_2172;42;APACHE;NA;BENIGNA
B0_2185;42;NGINX;NA;BENIGNA
B0_2218;42;NGINX;NA;BENIGNA
B0_2231;42;NONE;NA;BENIGNA
B0_291;42;APACHE;7335367;BENIGNA
B0_314;42;APACHE;7963891;BENIGNA
B0_328;42;NONE;NA;BENIGNA
B0_33;42;APACHE;NA;BENIGNA
B0_363;42;OPENRESTY;9223551;BENIGNA
B0_510;42;APACHE;NA;BENIGNA
B0_518;42;APACHE;NA;BENIGNA
B0_527;42;GSE;13321243;BENIGNA
B0_575;42;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_603;42;APACHE;15430756;BENIGNA
B0_818;42;NGINX;NA;BENIGNA
B0_840;42;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_92;42;NONE;NA;BENIGNA
B0_939;42;APACHE;NA;BENIGNA
B0_963;42;APACHE;NA;BENIGNA
B0_985;42;APACHE;NA;BENIGNA
M0_132;43;NGINX;717756;MALIGNA
M0_153;43;NGINX;979464;MALIGNA
M0_54;43;APACHE;4489;MALIGNA
M0_64;43;APACHE;429476;MALIGNA
M0_9;43;DOSARREST;NA;MALIGNA
M0_95;43;APACHE;NA;MALIGNA
M4_75;43;NGINX;NA;MALIGNA
B0_1005;43;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_1010;43;NGINX + PHUSION PASSENGER;NA;BENIGNA
B0_1112;43;APACHE;NA;BENIGNA
B0_1177;43;NGINX;NA;BENIGNA
B0_120;43;APACHE;NA;BENIGNA
B0_1335;43;APACHE;NA;BENIGNA
B0_1420;43;NONE;NA;BENIGNA
B0_180;43;NGINX;4521564;BENIGNA
B0_2008;43;APACHE;NA;BENIGNA
B0_2036;43;MW2236.CODFW.WMNET;NA;BENIGNA
B0_206;43;MICROSOFT-HTTPAPI;5408272;BENIGNA
B0_2070;43;NGINX;NA;BENIGNA
B0_2188;43;APACHE;NA;BENIGNA
B0_2194;43;MW2101.CODFW.WMNET;NA;BENIGNA
B0_236;43;APACHE;6037248;BENIGNA
B0_242;43;VARNISH;6060568;BENIGNA
B0_271;43;APACHE;6914399;BENIGNA
B0_324;43;NONE;8126180;BENIGNA
B0_331;43;APACHE;8229057;BENIGNA
B0_354;43;MICROSOFT-IIS;NA;BENIGNA
B0_43;43;CLOUDFLARE-NGINX;NA;BENIGNA
B0_553;43;NGINX;14182739;BENIGNA
B0_612;43;MICROSOFT-HTTPAPI;15793562;BENIGNA
B0_667;43;APACHE;17385359;BENIGNA
B0_759;43;GSE;19850448;BENIGNA
B0_782;43;RESIN;NA;BENIGNA
B0_885;43;MW2164.CODFW.WMNET;NA;BENIGNA
B0_989;43;MICROSOFT-IIS;NA;BENIGNA
M0_49;44;APACHE;4294963675;MALIGNA
B0_1055;44;NGINX;NA;BENIGNA
B0_1097;44;NGINX;NA;BENIGNA
B0_1111;44;APACHE;NA;BENIGNA
B0_1180;44;ATS;NA;BENIGNA
B0_1213;44;MW2242.CODFW.WMNET;NA;BENIGNA
B0_1230;44;NGINX;NA;BENIGNA
B0_1405;44;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_190;44;NGINX;4946272;BENIGNA
B0_2055;44;APACHE;NA;BENIGNA
B0_2090;44;NGINX;NA;BENIGNA
B0_2139;44;NONE;NA;BENIGNA
B0_2140;44;APACHE;NA;BENIGNA
B0_2151;44;MW2175.CODFW.WMNET;NA;BENIGNA
B0_2257;44;APACHE;NA;BENIGNA
B0_226;44;MICROSOFT-IIS;5683455;BENIGNA
B0_235;44;MICROSOFT-HTTPAPI;6033870;BENIGNA
B0_239;44;MW2107.CODFW.WMNET;6038960;BENIGNA
B0_277;44;MW2190.CODFW.WMNET;7127617;BENIGNA
B0_289;44;APACHE;7307390;BENIGNA
B0_311;44;APACHE;7911337;BENIGNA
B0_316;44;APACHE;NA;BENIGNA
B0_408;44;NONE;10074219;BENIGNA
B0_436;44;NGINX + PHUSION PASSENGER;11155006;BENIGNA
B0_49;44;APACHE;1731195;BENIGNA
B0_51;44;SERVER;NA;BENIGNA
B0_550;44;NGINX;14044494;BENIGNA
B0_557;44;NGINX;14506667;BENIGNA
B0_616;44;NGINX;15824875;BENIGNA
B0_617;44;APACHE;NA;BENIGNA
B0_633;44;BARISTA;16285075;BENIGNA
B0_641;44;SERVER;NA;BENIGNA
B0_733;44;NONE;19338474;BENIGNA
B0_832;44;MW2103.CODFW.WMNET;NA;BENIGNA
B0_833;44;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_993;44;MICROSOFT-IIS;NA;BENIGNA
M1_2;45;APACHE;3351302;MALIGNA
B0_10;45;NGINX;727538;BENIGNA
B0_1062;45;NGINX;NA;BENIGNA
B0_1083;45;NONE;NA;BENIGNA
B0_1085;45;SQUEEGIT;NA;BENIGNA
B0_1140;45;MICROSOFT-IIS;NA;BENIGNA
B0_1192;45;APACHE;NA;BENIGNA
B0_1232;45;MICROSOFT-IIS;NA;BENIGNA
B0_1238;45;CLOUDFLARE-NGINX;NA;BENIGNA
B0_1262;45;APACHE;NA;BENIGNA
B0_1272;45;APACHE;NA;BENIGNA
B0_1318;45;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_1343;45;AMAZONS3;NA;BENIGNA
B0_1411;45;MW2192.CODFW.WMNET;NA;BENIGNA
B0_158;45;APACHE;3946237;BENIGNA
B0_2204;45;ECD (FLL;NA;BENIGNA
B0_2259;45;PAGELY GATEWAY;NA;BENIGNA
B0_266;45;NGINX;6664328;BENIGNA
B0_288;45;APACHE;7284344;BENIGNA
B0_315;45;MW2101.CODFW.WMNET;7966779;BENIGNA
B0_317;45;APACHE;7973416;BENIGNA
B0_406;45;APACHE;10073297;BENIGNA
B0_467;45;NONE;12168318;BENIGNA
B0_485;45;MW2097.CODFW.WMNET;12320021;BENIGNA
B0_509;45;MW2239.CODFW.WMNET;12740473;BENIGNA
B0_541;45;ATS;13755163;BENIGNA
B0_585;45;APACHE;NA;BENIGNA
B0_608;45;APACHE;15589954;BENIGNA
B0_683;45;NONE;17835431;BENIGNA
B0_686;45;APACHE;17993342;BENIGNA
B0_691;45;MICROSOFT-HTTPAPI;18143411;BENIGNA
B0_724;45;MW2233.CODFW.WMNET;19149878;BENIGNA
B0_725;45;APACHE;19156160;BENIGNA
B0_730;45;NGINX;19332088;BENIGNA
B0_74;45;FBS;NA;BENIGNA
B0_766;45;NGINX;20225347;BENIGNA
B0_798;45;ATS;NA;BENIGNA
B0_847;45;CLOUDFLARE-NGINX;NA;BENIGNA
B0_871;45;NONE;NA;BENIGNA
B0_895;45;MW2175.CODFW.WMNET;NA;BENIGNA
B0_919;45;NONE;NA;BENIGNA
M0_117;46;NGINX;508580;MALIGNA
M0_82;46;NGINX;445627;MALIGNA
B0_112;46;NONE;3156206;BENIGNA
B0_1143;46;MW2199.CODFW.WMNET;NA;BENIGNA
B0_1201;46;APACHE;NA;BENIGNA
B0_1220;46;NGINX;NA;BENIGNA
B0_1221;46;MICROSOFT-IIS;NA;BENIGNA
B0_123;46;MW2255.CODFW.WMNET;3200111;BENIGNA
B0_124;46;APACHE;3205334;BENIGNA
B0_1270;46;PAGELY GATEWAY;NA;BENIGNA
B0_1314;46;NONE;NA;BENIGNA
B0_1333;46;NGINX;NA;BENIGNA
B0_1397;46;NGINX;NA;BENIGNA
B0_2016;46;APACHE;NA;BENIGNA
B0_2153;46;APACHE;NA;BENIGNA
B0_2222;46;APACHE;NA;BENIGNA
B0_2253;46;NONE;NA;BENIGNA
B0_2302;46;MW2228.CODFW.WMNET;NA;BENIGNA
B0_234;46;ATS;NA;BENIGNA
B0_237;46;APACHE;NA;BENIGNA
B0_270;46;ATS;6763447;BENIGNA
B0_29;46;NGINX;1146557;BENIGNA
B0_292;46;NONE;7336143;BENIGNA
B0_304;46;NGINX;7719004;BENIGNA
B0_306;46;NGINX;7728703;BENIGNA
B0_439;46;NGINX;11227637;BENIGNA
B0_477;46;NONE;12260369;BENIGNA
B0_506;46;OPENRESTY;12699765;BENIGNA
B0_525;46;NGINX;13073486;BENIGNA
B0_542;46;APACHE;13905932;BENIGNA
B0_55;46;NGINX;2035603;BENIGNA
B0_555;46;APACHE;14347950;BENIGNA
B0_565;46;NGINX;NA;BENIGNA
B0_602;46;CLOUDFLARE-NGINX;NA;BENIGNA
B0_64;46;MICROSOFT-IIS;2547716;BENIGNA
B0_687;46;APACHE;18037089;BENIGNA
B0_689;46;CLOUDFLARE-NGINX;NA;BENIGNA
B0_727;46;APACHE;19168466;BENIGNA
B0_736;46;GSE;19340237;BENIGNA
B0_747;46;APACHE;19456646;BENIGNA
B0_753;46;MW2165.CODFW.WMNET;19641445;BENIGNA
B0_822;46;NGINX;NA;BENIGNA
B0_873;46;NONE;NA;BENIGNA
B0_889;46;NONE;NA;BENIGNA
M0_86;47;APACHE;465038;MALIGNA
B0_1037;47;CLOUDFLARE-NGINX;NA;BENIGNA
B0_1122;47;NGINX;NA;BENIGNA
B0_1216;47;NONE;NA;BENIGNA
B0_1245;47;NGINX;NA;BENIGNA
B0_1286;47;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_1294;47;APACHE;NA;BENIGNA
B0_1295;47;SERVER;NA;BENIGNA
B0_1305;47;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_1310;47;CLOUDFLARE-NGINX;NA;BENIGNA
B0_1340;47;APACHE;NA;BENIGNA
B0_1410;47;NONE;NA;BENIGNA
B0_153;47;NONE;3887090;BENIGNA
B0_20;47;CLOUDFLARE-NGINX;791220;BENIGNA
B0_2005;47;APACHE;NA;BENIGNA
B0_2037;47;NGINX;NA;BENIGNA
B0_2111;47;LITESPEED;NA;BENIGNA
B0_2177;47;GUNICORN;NA;BENIGNA
B0_220;47;MW2228.CODFW.WMNET;NA;BENIGNA
B0_2239;47;APACHE;NA;BENIGNA
B0_2296;47;SERVER;NA;BENIGNA
B0_231;47;NGINX;6010839;BENIGNA
B0_252;47;APACHE;6417291;BENIGNA
B0_268;47;NGINX;6723999;BENIGNA
B0_280;47;APACHE;7155794;BENIGNA
B0_287;47;APACHE;7283758;BENIGNA
B0_298;47;APACHE;7559104;BENIGNA
B0_32;47;APACHE;NA;BENIGNA
B0_381;47;ATS;NA;BENIGNA
B0_39;47;APACHE;1456862;BENIGNA
B0_446;47;APACHE-COYOTE;11717546;BENIGNA
B0_45;47;MW2241.CODFW.WMNET;1699786;BENIGNA
B0_498;47;NONE;12603686;BENIGNA
B0_500;47;APACHE;12611199;BENIGNA
B0_528;47;APACHE;13325945;BENIGNA
B0_581;47;NGINX;15045797;BENIGNA
B0_650;47;NONE;17001861;BENIGNA
B0_913;47;APACHE;NA;BENIGNA
B0_926;47;NONE;NA;BENIGNA
B0_949;47;NGINX;NA;BENIGNA
B0_998;47;NONE;NA;BENIGNA
M0_114;48;LIGHTTPD;NA;MALIGNA
M0_146;48;NGINX;887228;MALIGNA
M0_46;48;APACHE;4294958837;MALIGNA
M0_51;48;APACHE;4294966953;MALIGNA
M0_99;48;APACHE;484931;MALIGNA
B0_1046;48;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_1063;48;APACHE;NA;BENIGNA
B0_1089;48;NGINX;NA;BENIGNA
B0_1109;48;CLOUDFLARE-NGINX;NA;BENIGNA
B0_1118;48;MW2230.CODFW.WMNET;NA;BENIGNA
B0_1151;48;APACHE;NA;BENIGNA
B0_1170;48;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_1259;48;APACHE;NA;BENIGNA
B0_131;48;NONE;3398818;BENIGNA
B0_1323;48;APACHE;NA;BENIGNA
B0_1392;48;APACHE;NA;BENIGNA
B0_1424;48;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_2020;48;AKAMAIGHOST;NA;BENIGNA
B0_203;48;APACHE;5256508;BENIGNA
B0_2069;48;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_2082;48;MW2240.CODFW.WMNET;NA;BENIGNA
B0_223;48;MICROSOFT-IIS;5680106;BENIGNA
B0_2247;48;APACHE;NA;BENIGNA
B0_2258;48;NGINX;NA;BENIGNA
B0_281;48;NONE;7240953;BENIGNA
B0_307;48;NONE;7879355;BENIGNA
B0_567;48;GSE;14769880;BENIGNA
B0_576;48;CLOUDFLARE-NGINX;NA;BENIGNA
B0_67;48;APACHE;2571727;BENIGNA
B0_694;48;APACHE;NA;BENIGNA
B0_71;48;APACHE;2573752;BENIGNA
B0_800;48;NGINX;NA;BENIGNA
B0_836;48;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_874;48;CLOUDFLARE-NGINX;NA;BENIGNA
M0_149;49;PWS;932899;MALIGNA
M0_164;49;NGINX;1114159;MALIGNA
M0_55;49;NXFPS;NA;MALIGNA
M0_81;49;NGINX;441502;MALIGNA
M0_98;49;APACHE;484410;MALIGNA
B0_1066;49;CLOUDFLARE-NGINX;NA;BENIGNA
B0_1090;49;APACHE;NA;BENIGNA
B0_1123;49;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_1217;49;APACHE;NA;BENIGNA
B0_1243;49;NONE;NA;BENIGNA
B0_137;49;APACHE;3405550;BENIGNA
B0_1416;49;NONE;NA;BENIGNA
B0_16;49;LITESPEED;779055;BENIGNA
B0_2009;49;APACHE;NA;BENIGNA
B0_2029;49;NGINX;NA;BENIGNA
B0_2043;49;APACHE;NA;BENIGNA
B0_2054;49;APACHE;NA;BENIGNA
B0_2078;49;APACHE-COYOTE;4075081;BENIGNA
B0_2107;49;APACHE;NA;BENIGNA
B0_2110;49;NGINX;NA;BENIGNA
B0_2113;49;APACHE;NA;BENIGNA
B0_2262;49;ATS;NA;BENIGNA
B0_2265;49;CLOUDFLARE-NGINX;NA;BENIGNA
B0_2280;49;PLAY;NA;BENIGNA
B0_2317;49;APACHE;NA;BENIGNA
B0_333;49;MW2185.CODFW.WMNET;8244799;BENIGNA
B0_341;49;NGINX;NA;BENIGNA
B0_365;49;APACHE;9227189;BENIGNA
B0_524;49;ATS;12922596;BENIGNA
B0_609;49;APACHE;NA;BENIGNA
B0_637;49;APACHE;16479034;BENIGNA
B0_648;49;SERVER;NA;BENIGNA
B0_663;49;NGINX;17217851;BENIGNA
B0_729;49;APACHE;NA;BENIGNA
B0_838;49;APACHE;NA;BENIGNA
B0_896;49;NGINX;NA;BENIGNA
B0_923;49;NONE;NA;BENIGNA
B0_95;49;APACHE;2934138;BENIGNA
B0_974;49;APACHE;NA;BENIGNA
M0_105;50;APACHE;488012;MALIGNA
M0_147;50;NGINX;902376;MALIGNA
M0_88;50;NGINX;468869;MALIGNA
B0_1026;50;NONE;NA;BENIGNA
B0_1088;50;APACHE;NA;BENIGNA
B0_1370;50;APACHE;NA;BENIGNA
B0_1423;50;APACHE;NA;BENIGNA
B0_199;50;ATS;NA;BENIGNA
B0_2132;50;SERVER;NA;BENIGNA
B0_2180;50;MICROSOFT-IIS;NA;BENIGNA
B0_371;50;NGINX;9305610;BENIGNA
B0_379;50;APACHE;9514827;BENIGNA
B0_402;50;NONE;9891993;BENIGNA
B0_410;50;NGINX;10076109;BENIGNA
B0_419;50;MICROSOFT-HTTPAPI;10511309;BENIGNA
B0_429;50;APACHE;10722791;BENIGNA
B0_443;50;APACHE;NA;BENIGNA
B0_492;50;MW2255.CODFW.WMNET;NA;BENIGNA
B0_521;50;NONE;12900934;BENIGNA
B0_537;50;NGINX;NA;BENIGNA
B0_564;50;NONE;14761053;BENIGNA
B0_610;50;MICROSOFT-IIS;15776261;BENIGNA
B0_682;50;APACHE;17834734;BENIGNA
B0_708;50;NONE;18856099;BENIGNA
B0_789;50;MICROSOFT-IIS;NA;BENIGNA
B0_797;50;MICROSOFT-IIS;NA;BENIGNA
B0_843;50;NGINX;NA;BENIGNA
B0_861;50;NGINX;NA;BENIGNA
B0_898;50;APACHE;NA;BENIGNA
B0_907;50;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_975;50;MICROSOFT-HTTPAPI;NA;BENIGNA
M0_100;51;APACHE;485425;MALIGNA
M0_119;51;CLOUDFLARE-NGINX;NA;MALIGNA
B0_1027;51;DOSARREST;NA;BENIGNA
B0_1160;51;MICROSOFT-IIS;NA;BENIGNA
B0_1186;51;APACHE;NA;BENIGNA
B0_1346;51;APACHE;NA;BENIGNA
B0_1362;51;NGINX;NA;BENIGNA
B0_1391;51;NONE;NA;BENIGNA
B0_150;51;APACHE;3722471;BENIGNA
B0_2046;51;SCRATCH WEB SERVER;NA;BENIGNA
B0_2147;51;APACHE;NA;BENIGNA
B0_2186;51;NONE;NA;BENIGNA
B0_2212;51;NONE;NA;BENIGNA
B0_2227;51;NGINX;NA;BENIGNA
B0_2279;51;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_267;51;MICROSOFT-HTTPAPI;6723588;BENIGNA
B0_347;51;CLOUDFLARE-NGINX;NA;BENIGNA
B0_377;51;NGINX;NA;BENIGNA
B0_435;51;NGINX;11001508;BENIGNA
B0_479;51;NONE;12277845;BENIGNA
B0_780;51;NONE;NA;BENIGNA
B0_787;51;APACHE;NA;BENIGNA
B0_814;51;NONE;NA;BENIGNA
B0_837;51;APACHE;NA;BENIGNA
B0_938;51;APACHE;NA;BENIGNA
M0_104;52;APACHE;487525;MALIGNA
M0_161;52;MARRAKESH 1.12.2;1102744;MALIGNA
M0_58;52;APACHE;273889;MALIGNA
B0_1007;52;NONE;NA;BENIGNA
B0_1022;52;NGINX;NA;BENIGNA
B0_1076;52;NGINX;NA;BENIGNA
B0_1080;52;APACHE;NA;BENIGNA
B0_1115;52;NGINX;NA;BENIGNA
B0_1166;52;MW2182.CODFW.WMNET;NA;BENIGNA
B0_1191;52;LITESPEED;NA;BENIGNA
B0_1293;52;APACHE;NA;BENIGNA
B0_1304;52;SQUID;NA;BENIGNA
B0_1307;52;NONE;NA;BENIGNA
B0_181;52;APACHE;4672893;BENIGNA
B0_2014;52;APACHE;NA;BENIGNA
B0_2032;52;MICROSOFT-IIS;NA;BENIGNA
B0_2109;52;APACHE-COYOTE;NA;BENIGNA
B0_211;52;NGINX;5457369;BENIGNA
B0_2198;52;APACHE;NA;BENIGNA
B0_2232;52;NONE;NA;BENIGNA
B0_2316;52;CLOUDFLARE-NGINX;NA;BENIGNA
B0_261;52;APACHE;6650229;BENIGNA
B0_319;52;CLOUDFLARE-NGINX;NA;BENIGNA
B0_325;52;APACHE;8127079;BENIGNA
B0_401;52;SERVER;NA;BENIGNA
B0_420;52;NGINX;NA;BENIGNA
B0_634;52;NGINX;16319979;BENIGNA
B0_670;52;MICROSOFT-IIS;17566370;BENIGNA
B0_696;52;NGINX (OPENBSD);18457593;BENIGNA
B0_741;52;NONE;19392975;BENIGNA
B0_880;52;APACHE;NA;BENIGNA
B0_89;52;ZOPE;2901435;BENIGNA
B0_908;52;NGINX;NA;BENIGNA
B0_909;52;NGINX;NA;BENIGNA
B0_954;52;ATS;NA;BENIGNA
B0_956;52;GSE;NA;BENIGNA
M0_80;53;NGINX;440904;MALIGNA
B0_1012;53;NONE;NA;BENIGNA
B0_1091;53;NGINX;NA;BENIGNA
B0_1247;53;NONE;NA;BENIGNA
B0_1264;53;NGINX;NA;BENIGNA
B0_1325;53;NONE;NA;BENIGNA
B0_1336;53;NGINX;NA;BENIGNA
B0_2048;53;APACHE;NA;BENIGNA
B0_2119;53;APACHE;NA;BENIGNA
B0_2131;53;NGINX;NA;BENIGNA
B0_2268;53;APACHE;NA;BENIGNA
B0_294;53;ATS;NA;BENIGNA
B0_472;53;APACHE;12245698;BENIGNA
B0_556;53;APACHE;14355768;BENIGNA
B0_827;53;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_862;53;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_91;53;CLOUDFLARE-NGINX;NA;BENIGNA
B0_951;53;NONE;NA;BENIGNA
B0_977;53;NGINX;NA;BENIGNA
M0_41;54;APACHE;NA;MALIGNA
M0_87;54;APACHE;467454;MALIGNA
B0_1002;54;MICROSOFT-IIS;NA;BENIGNA
B0_1059;54;CLOUDFLARE-NGINX;NA;BENIGNA
B0_1129;54;APACHE;NA;BENIGNA
B0_1149;54;APACHE;NA;BENIGNA
B0_1188;54;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_1200;54;APACHE;NA;BENIGNA
B0_1301;54;MICROSOFT-IIS;NA;BENIGNA
B0_1315;54;ATS;NA;BENIGNA
B0_174;54;APACHE;4371179;BENIGNA
B0_2007;54;NGINX;NA;BENIGNA
B0_2045;54;MW2104.CODFW.WMNET;NA;BENIGNA
B0_2133;54;APACHE-COYOTE;NA;BENIGNA
B0_2207;54;APACHE;NA;BENIGNA
B0_230;54;CLOUDFLARE-NGINX;NA;BENIGNA
B0_247;54;NONE;6387104;BENIGNA
B0_320;54;SERVER;7982711;BENIGNA
B0_370;54;APACHE;9301984;BENIGNA
B0_387;54;APACHE;9626752;BENIGNA
B0_4;54;APACHE;NA;BENIGNA
B0_478;54;MICROSOFT-HTTPAPI;12263370;BENIGNA
B0_48;54;APACHE;1730284;BENIGNA
B0_594;54;NGINX;15234528;BENIGNA
B0_665;54;MW2230.CODFW.WMNET;17371973;BENIGNA
B0_750;54;NONE;19472649;BENIGNA
B0_799;54;APACHE;NA;BENIGNA
B0_858;54;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_968;54;CLOUDFLARE-NGINX;NA;BENIGNA
M0_102;55;APACHE;486435;MALIGNA
M0_84;55;APACHE;454090;MALIGNA
B0_1039;55;APACHE;NA;BENIGNA
B0_1047;55;APACHE;NA;BENIGNA
B0_1126;55;APACHE;NA;BENIGNA
B0_1146;55;NGINX;NA;BENIGNA
B0_1168;55;.V01 APACHE;NA;BENIGNA
B0_1187;55;APACHE;NA;BENIGNA
B0_1339;55;ATS;NA;BENIGNA
B0_1354;55;CLOUDFLARE-NGINX;NA;BENIGNA
B0_1368;55;MW2164.CODFW.WMNET;NA;BENIGNA
B0_1421;55;APACHE;NA;BENIGNA
B0_177;55;NGINX;NA;BENIGNA
B0_201;55;MW2110.CODFW.WMNET;5250632;BENIGNA
B0_2023;55;CLOUDFLARE-NGINX;NA;BENIGNA
B0_2071;55;NGINX;NA;BENIGNA
B0_21;55;APACHE;791220;BENIGNA
B0_2141;55;APACHE;NA;BENIGNA
B0_2190;55;MW2176.CODFW.WMNET;NA;BENIGNA
B0_2300;55;MW2187.CODFW.WMNET;NA;BENIGNA
B0_346;55;SERVER;NA;BENIGNA
B0_415;55;ATS;NA;BENIGNA
B0_502;55;MW2239.CODFW.WMNET;12687004;BENIGNA
B0_664;55;NONE;17368183;BENIGNA
B0_706;55;NONE;18703633;BENIGNA
B0_716;55;NONE;18922960;BENIGNA
B0_738;55;SERVER;NA;BENIGNA
B0_815;55;MICROSOFT-IIS;NA;BENIGNA
B0_879;55;NONE;NA;BENIGNA
B0_936;55;MW2106.CODFW.WMNET;NA;BENIGNA
B0_959;55;MICROSOFT-HTTPAPI;NA;BENIGNA
M0_93;56;NGINX;471381;MALIGNA
B0_1;56;APACHE;NA;BENIGNA
B0_1110;56;NONE;NA;BENIGNA
B0_1124;56;APACHE;NA;BENIGNA
B0_1144;56;MICROSOFT-IIS;NA;BENIGNA
B0_1179;56;NONE;NA;BENIGNA
B0_1214;56;APACHE;NA;BENIGNA
B0_1227;56;NONE;NA;BENIGNA
B0_1276;56;APACHE;NA;BENIGNA
B0_1317;56;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_1396;56;APACHE-COYOTE;NA;BENIGNA
B0_2062;56;NONE;NA;BENIGNA
B0_2215;56;NGINX;NA;BENIGNA
B0_225;56;NONE;5681062;BENIGNA
B0_2281;56;APACHE;NA;BENIGNA
B0_249;56;NONE;6389013;BENIGNA
B0_28;56;MICROSOFT-HTTPAPI;1134408;BENIGNA
B0_394;56;APACHE;NA;BENIGNA
B0_421;56;MICROSOFT-HTTPAPI;10562540;BENIGNA
B0_473;56;APACHE;12245698;BENIGNA
B0_514;56;NGINX;12831422;BENIGNA
B0_522;56;APACHE;12908288;BENIGNA
B0_56;56;NGINX;2185970;BENIGNA
B0_615;56;MICROSOFT-HTTPAPI;15804799;BENIGNA
B0_714;56;MW2228.CODFW.WMNET;18922960;BENIGNA
B0_853;56;APACHE;NA;BENIGNA
B0_867;56;APACHE;NA;BENIGNA
B0_881;56;AERIA GAMES & ENTERTAINMENT;NA;BENIGNA
B0_943;56;APACHE;NA;BENIGNA
B0_944;56;NGINX;NA;BENIGNA
B0_98;56;NGINX;2937130;BENIGNA
B0_984;56;NGINX;NA;BENIGNA
B0_986;56;APACHE;NA;BENIGNA
B0_1041;57;APACHE;NA;BENIGNA
B0_1092;57;MW2173.CODFW.WMNET;NA;BENIGNA
B0_1249;57;APACHE;NA;BENIGNA
B0_1348;57;SERVER;NA;BENIGNA
B0_1414;57;NONE;NA;BENIGNA
B0_2081;57;APACHE;NA;BENIGNA
B0_2130;57;APACHE-COYOTE;NA;BENIGNA
B0_2150;57;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_2167;57;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_2173;57;NONE;NA;BENIGNA
B0_2191;57;APACHE;NA;BENIGNA
B0_250;57;NONE;6412501;BENIGNA
B0_299;57;NGINX;7566646;BENIGNA
B0_375;57;NGINX;9332545;BENIGNA
B0_413;57;APACHE;10277467;BENIGNA
B0_458;57;APACHE;12059091;BENIGNA
B0_517;57;APACHE;12845713;BENIGNA
B0_535;57;APACHE;13729970;BENIGNA
B0_546;57;CLOUDFLARE-NGINX;NA;BENIGNA
B0_578;57;SERVER;NA;BENIGNA
B0_625;57;NGINX;16073237;BENIGNA
